Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1963,affiliation_id_1963,affiliation_country_1963,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1961,affiliation_id_1961,affiliation_country_1961,affiliation_display_name_1960,affiliation_id_1960,affiliation_country_1960,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1958,affiliation_id_1958,affiliation_country_1958,affiliation_display_name_1957,affiliation_id_1957,affiliation_country_1957,affiliation_display_name_1956,affiliation_id_1956,affiliation_country_1956,affiliation_display_name_1955,affiliation_id_1955,affiliation_country_1955,affiliation_display_name_1932,affiliation_id_1932,affiliation_country_1932
B. T. McLean,A5113030770,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Chen,A5122419423,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Chen,A5101815006,12,False,True,True,China; Finland; Germany; Taiwan; United States,,,,303 Hospital of People's Liberation Army,https://openalex.org/I4210158686,China,Columbia University,https://openalex.org/I78577930,United States,New York University,https://openalex.org/I57206974,United States,Virginia Tech,https://openalex.org/I859038795,United States,Weatherford College,https://openalex.org/I285663978,United States,New York University,https://openalex.org/I57206974,United States,,,,National Tsing Hua University,https://openalex.org/I25846049,Taiwan,New York University,https://openalex.org/I57206974,United States,National Tsing Hua University,https://openalex.org/I25846049,Taiwan,Federation for Self Financing Tertiary Education,https://openalex.org/I4210137305,China,National Tsing Hua University,https://openalex.org/I25846049,Taiwan,Agilent Technologies (United States),https://openalex.org/I138285227,United States,Agilent Technologies (Germany),https://openalex.org/I4210129668,Germany,,,,,,,,,,ASM International (Finland),https://openalex.org/I4210152249,Finland,,,,,,,Wiss Janney Elstner Associates,https://openalex.org/I883842289,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buck Shlegeris,A5050408969,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carol Chen,A5019382510,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Denison,A5079864698,1,False,False,True,United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassie Evraets,A5093123089,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine Olsson,A5108225540,8,False,False,True,Australia; New Zealand; Sweden; United States,,,,,,,,,,New York University,https://openalex.org/I57206974,United States,Murdoch Children's Research Institute,https://openalex.org/I4210150290,Australia,AnthroTronix (United States),https://openalex.org/I4210115175,United States,,,,,,,New York University,https://openalex.org/I57206974,United States,,,,,,,New York University,https://openalex.org/I57206974,United States,IIT@MIT,https://openalex.org/I4210110987,United States,,,,Novita,https://openalex.org/I4210119946,Australia,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Novita,https://openalex.org/I4210119946,Australia,,,,Novita,https://openalex.org/I4210119946,Australia,,,,Helsingborgs lasarett,https://openalex.org/I4210132623,Sweden,,,,Media Design School,https://openalex.org/I4210133201,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cem Anil,A5113854698,2,False,False,False,Canada; United Kingdom,,,,,,,,,,,,,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,,,,Nvidia (United Kingdom),https://openalex.org/I1304085615,United Kingdom,University of Toronto,https://openalex.org/I185261750,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Liu,A5122549899,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Olah,A5027253674,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clare O'Hara,A5116129850,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Thomas,A5087776171,3,False,False,True,France; United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Minnesota System,https://openalex.org/I2800403580,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitié-Salpêtrière Hospital,https://openalex.org/I4210121705,France,,,,University of Iowa,https://openalex.org/I126307644,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel M. Ziegler,A5109551394,19,False,False,True,Germany; Italy; Switzerland; United Kingdom; United States,,,,,,,,,,Fraunhofer Institute for Industrial Engineering,https://openalex.org/I3020504353,Germany,University of Bologna,https://openalex.org/I9360294,Italy,University of Sheffield,https://openalex.org/I91136226,United Kingdom,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Sulzer (Switzerland),https://openalex.org/I4210106239,Switzerland,,,,Giessen School of Theology,https://openalex.org/I4210148049,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,National High Magnetic Field Laboratory,https://openalex.org/I4210132808,United States,Max Planck Institute of Psychiatry,https://openalex.org/I4210145969,Germany,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,National Institute of Environmental Health Sciences,https://openalex.org/I4210095140,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,Medical Research Council,https://openalex.org/I90344618,United Kingdom,Clayton Foundation,https://openalex.org/I4210093556,Switzerland,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,Clayton Foundation,https://openalex.org/I4210093556,Switzerland,The University of Texas at Austin,https://openalex.org/I86519309,United States,Clayton Foundation,https://openalex.org/I4210093556,Switzerland,Medical College of Wisconsin,https://openalex.org/I204308271,United States,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,United States,Third Way,https://openalex.org/I2802091258,United States,Clayton Foundation,https://openalex.org/I4210093556,Switzerland,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,,,,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,Wisconsin Institutes for Discovery,https://openalex.org/I2802999273,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,Loyola University Chicago,https://openalex.org/I1925986,United States,Loyola University Chicago,https://openalex.org/I1925986,United States,,,
Danny Hernandez,A5030442997,3,False,False,True,Saudi Arabia; United States,,,,,,,,,,,,,Saudi Heart Association,https://openalex.org/I4210103399,Saudi Arabia,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camden County College,https://openalex.org/I112584244,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Duvenaud,A5030409494,6,False,False,True,Canada; South Sudan; United Kingdom; United States,,,,,,,,,,,,,,,,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,Harvard University Press,https://openalex.org/I2801851002,United States,Harvard University Press,https://openalex.org/I2801851002,United States,Bridge University,https://openalex.org/I4210096386,South Sudan,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,Bridge University,https://openalex.org/I4210096386,South Sudan,,,,,,,University of British Columbia,https://openalex.org/I141945490,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Ganguli,A5006294201,3,False,False,True,Saudi Arabia; United States,,,,,,,,,,,,,Saudi Heart Association,https://openalex.org/I4210103399,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,Courant Institute of Mathematical Sciences,https://openalex.org/I36672615,United States,,,,,,,,,,Howard Hughes Medical Institute,https://openalex.org/I1344073410,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eli Tran-Johnson,A5072334146,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Ameisen,A5120309461,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esin Durmus,A5001994692,3,False,False,True,United States,,,,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Cornell University,https://openalex.org/I205783295,United States,Columbia University,https://openalex.org/I78577930,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Perez,A5091112967,3,False,False,True,Japan; United States,,,,,,,,,,New York University,https://openalex.org/I57206974,United States,The University of Tokyo,https://openalex.org/I74801974,Japan,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,Rice University,https://openalex.org/I74775410,United States,Rice University,https://openalex.org/I74775410,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euan Ong,A5113258457,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Hubinger,A5025461840,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabien Roger,A5028042353,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fazl Barez,A5050436152,2,False,False,False,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick R. Dietz,A5065330154,11,False,False,True,Germany; Switzerland; United States,,,,Technical University of Munich,https://openalex.org/I62916508,Germany,Hirslanden Klinik Beau-Site,https://openalex.org/I4210101318,Switzerland,,,,,,,,,,,,,,,,,,,,,,University of Iowa,https://openalex.org/I126307644,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa,https://openalex.org/I126307644,United States,,,,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,,,,University of Iowa,https://openalex.org/I126307644,United States,Weatherford College,https://openalex.org/I285663978,United States,,,,,,,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,,,,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,Rockford University,https://openalex.org/I192972912,United States,Iowa City Public Library,https://openalex.org/I4210157557,United States,,,,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,,,,United States Bone and Joint Initiative,https://openalex.org/I4210109841,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa,https://openalex.org/I126307644,United States,University of North Carolina Hospitals,https://openalex.org/I4210123841,United States,Minneapolis Business College,https://openalex.org/I4210105579,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,,,,,,,,,,University of Iowa Hospitals and Clinics,https://openalex.org/I2802216851,United States,,,,,,,Rockford University,https://openalex.org/I192972912,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,United States
Giulio Zhou,A5039263158,3,False,False,True,United Kingdom; United States,,,,,,,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Huawei Technologies (United Kingdom),https://openalex.org/I4210160618,United Kingdom,,,,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoagy Cunningham,A5116129846,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holden Karnofsky,A5093713874,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
