Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1963,affiliation_id_1963,affiliation_country_1963,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1961,affiliation_id_1961,affiliation_country_1961,affiliation_display_name_1960,affiliation_id_1960,affiliation_country_1960,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1958,affiliation_id_1958,affiliation_country_1958,affiliation_display_name_1957,affiliation_id_1957,affiliation_country_1957,affiliation_display_name_1956,affiliation_id_1956,affiliation_country_1956,affiliation_display_name_1955,affiliation_id_1955,affiliation_country_1955,affiliation_display_name_1932,affiliation_id_1932,affiliation_country_1932
Monte MacDiarmid,A5084608104,2,False,False,False,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oxford,https://openalex.org/I40120149,United Kingdom,Science Oxford,https://openalex.org/I4210146410,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrinank Sharma,A5003223014,5,False,False,False,Germany; India; United Kingdom,,,,,,,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",https://openalex.org/I4210089305,India,Gesellschaft für Fertigungstechnik und Entwicklung,https://openalex.org/I4210121017,Germany,University of Petroleum and Energy Studies,https://openalex.org/I5847235,India,University of Oxford,https://openalex.org/I40120149,United Kingdom,Science Oxford,https://openalex.org/I4210146410,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mu Lin,A5122614690,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Elhage,A5020683620,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton Cheng,A5058959806,2,False,False,True,Japan; United States,,,,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,NOF Corporation (Japan),https://openalex.org/I4210123968,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Joseph,A5032088236,3,False,False,True,United States,,,,,,,,,,"University at Buffalo, State University of New York",https://openalex.org/I63190737,United States,,,,The Ohio State University,https://openalex.org/I52357470,United States,Film Independent,https://openalex.org/I4210121988,United States,,,,,,,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Schiefer,A5050348824,3,False,False,True,United States,,,,,,,,,,Amazon (United States),https://openalex.org/I1311688040,United States,,,,,,,,,,Apple (United States),https://openalex.org/I4210153776,United States,,,,,,,California Institute of Technology,https://openalex.org/I122411786,United States,California Institute of Technology,https://openalex.org/I122411786,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikhil Saxena,A5122605617,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova DasSarma,A5030783855,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Rausch,A5053939329,11,False,False,False,Belgium; Colombia; Germany; Switzerland; United Kingdom,,,,Mission Therapeutics (United Kingdom),https://openalex.org/I4210092285,United Kingdom,Mission Therapeutics (United Kingdom),https://openalex.org/I4210092285,United Kingdom,Mission Therapeutics (United Kingdom),https://openalex.org/I4210092285,United Kingdom,ETH Zurich,https://openalex.org/I35440088,Switzerland,,,,ETH Zurich,https://openalex.org/I35440088,Switzerland,,,,,,,,,,CellCentric (United Kingdom),https://openalex.org/I4210098467,United Kingdom,UCB Pharma (Belgium),https://openalex.org/I85722119,Belgium,,,,,,,CellCentric (United Kingdom),https://openalex.org/I4210098467,United Kingdom,Icesi University,https://openalex.org/I76842071,Colombia,UCB Pharma (United Kingdom),https://openalex.org/I4210134054,United Kingdom,,,,UCB Pharma (United Kingdom),https://openalex.org/I4210134054,United Kingdom,,,,Granta Design (United Kingdom),https://openalex.org/I4210110691,United Kingdom,Granta Design (United Kingdom),https://openalex.org/I4210110691,United Kingdom,,,,GlaxoSmithKline (United Kingdom),https://openalex.org/I188950975,United Kingdom,,,,,,,GlaxoSmithKline (United Kingdom),https://openalex.org/I188950975,United Kingdom,Institute of Cancer Research,https://openalex.org/I142947616,United Kingdom,,,,University of Göttingen,https://openalex.org/I74656192,Germany,,,,,,,Max Planck Institute for Molecular Genetics,https://openalex.org/I4210142260,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orowa Sikder,A5072731542,1,False,False,False,United Kingdom,,,,,,,,,,,,,,,,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,,,,University College London,https://openalex.org/I45129253,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Christiano,A5109502066,5,False,False,True,Australia; Italy; United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vassar College,https://openalex.org/I126820664,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,,,,D'Appolonia (Italy),https://openalex.org/I4210158583,Italy,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,,,,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,University of Minnesota,https://openalex.org/I130238516,United States,Mineral Resources,https://openalex.org/I4210130959,Australia,Mineral Resources,https://openalex.org/I4210130959,Australia,University of Minnesota,https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I130238516,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raj Agarwal,A5122542809,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Gilson,A5116129848,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin J. Larson,A5051064337,5,False,False,True,Egypt; United States,,,,Natera (United States),https://openalex.org/I4210124610,United States,Natera (United States),https://openalex.org/I4210124610,United States,Dartmouth–Hitchcock Medical Center,https://openalex.org/I1289422878,United States,,,,,,,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,,,,,,,,,,October 6 University,https://openalex.org/I4210165376,Egypt,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,Regional Medical Center,https://openalex.org/I4210137555,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Grosse,A5067036768,4,False,False,True,Canada; United States,,,,,,,,,,Vector Institute,https://openalex.org/I4210127509,Canada,,,,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohit Mittapalli,A5025611639,1,False,False,True,United States,,,,,,,,,,,,,,,,Georgia Institute of Technology,https://openalex.org/I130701444,United States,Georgia Institute of Technology,https://openalex.org/I130701444,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Greenblatt,A5037548279,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,Zebra Biologics (United States),https://openalex.org/I4210103136,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam McCandlish,A5054887773,3,False,False,True,United States,,,,,,,,,,,,,Stanford University,https://openalex.org/I97018004,United States,East Stroudsburg University,https://openalex.org/I79060951,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel D. Marks,A5037987827,3,False,False,True,United States,,,,University of Colorado System,https://openalex.org/I2802236040,United States,University of Colorado System,https://openalex.org/I2802236040,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,Madison Group (United States),https://openalex.org/I4210090273,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel R. Bowman,A5112713734,2,False,False,True,United States,,,,,,,,,,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandipan Kundu,A5010007563,6,False,False,True,Australia; United States,,,,,,,,,,University of Pennsylvania,https://openalex.org/I79576946,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,University of Pennsylvania,https://openalex.org/I79576946,United States,,,,Johns Hopkins University,https://openalex.org/I145311948,United States,University of Baltimore,https://openalex.org/I6059380,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian National University,https://openalex.org/I118347636,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satvik Golechha,A5120338930,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saurav Kadavath,A5061506488,1,False,False,True,United States,,,,,,,,,,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shan Carter,A5087762412,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shannon Yang,A5037725211,1,False,False,True,United States,,,,,,,,,,,,,,,,Meta (United States),https://openalex.org/I4210114444,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shauna Kravec,A5009112681,1,False,False,True,United States,,,,,,,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,,,,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,,,,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddharth Mishra-Sharma,A5120338933,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sören Mindermann,A5012960540,3,False,False,False,Canada; United Kingdom,,,,Mila - Quebec Artificial Intelligence Institute,https://openalex.org/I4210164802,Canada,University of Oxford,https://openalex.org/I40120149,United Kingdom,Université de Montréal,https://openalex.org/I70931966,Canada,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,,,,,,,University of Oxford,https://openalex.org/I40120149,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamera Lanham,A5022793124,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas I. Liao,A5058639265,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Belonax,A5115560878,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
