Author Position,Author ID,Author Name,ORCID,Is Corresponding,Raw Author Name,Affiliations
first,,"Kutasov, Jonathan",,True,"Kutasov, Jonathan",
middle,,"Sun, Yuqi",,False,"Sun, Yuqi",
middle,,"Colognese, Paul",,False,"Colognese, Paul",
middle,,"van der Weij, Teun",,False,"van der Weij, Teun",
middle,,"Petrini, Linda",,False,"Petrini, Linda",
middle,,"Zhang, Chen Bo Calvin",,False,"Zhang, Chen Bo Calvin",
middle,,"Hughes, John",,False,"Hughes, John",
middle,,"Deng, Xiang",,False,"Deng, Xiang",
middle,,"Sleight, Henry",,False,"Sleight, Henry",
middle,,"Tracy, Tyler",,False,"Tracy, Tyler",
middle,,"Shlegeris, Buck",,False,"Shlegeris, Buck",
last,,"Benton, Joe",,False,"Benton, Joe",
