Author Position,Author ID,Author Name,ORCID,Is Corresponding,Raw Author Name,Affiliations
first,https://openalex.org/A5102727039,Shuai Bai,https://orcid.org/0000-0003-3900-9646,True,"Bai, Shuai",
middle,https://openalex.org/A5030987813,Keqin Chen,https://orcid.org/0000-0002-9091-8258,False,"Chen, Keqin",
middle,https://openalex.org/A5101944063,Xuejing Liu,https://orcid.org/0000-0002-5082-2315,False,"Liu, Xuejing",
middle,https://openalex.org/A5101557898,Jialin Wang,https://orcid.org/0000-0002-3147-8619,False,"Wang, Jialin",
middle,https://openalex.org/A5013425805,Wenbin Ge,,False,"Ge, Wenbin",
middle,https://openalex.org/A5102334026,Sibo Song,,False,"Song, Sibo",
middle,https://openalex.org/A5014400759,Kai Dang,,False,"Dang, Kai",
middle,https://openalex.org/A5100395928,Peng Wang,https://orcid.org/0000-0001-8118-4929,False,"Wang, Peng",
middle,https://openalex.org/A5100374844,Shijie Wang,https://orcid.org/0000-0002-2175-4309,False,"Wang, Shijie",
middle,https://openalex.org/A5103106936,Jun Tang,https://orcid.org/0000-0002-4748-3527,False,"Tang, Jun",
middle,https://openalex.org/A5101663416,Hua Zhong,https://orcid.org/0000-0001-9604-4523,False,"Zhong, Humen",
middle,https://openalex.org/A5011605104,Yuanzhi Zhu,https://orcid.org/0000-0002-6490-0871,False,"Zhu, Yuanzhi",
middle,https://openalex.org/A5062346032,Mingkun Yang,https://orcid.org/0000-0002-9210-4098,False,"Yang, Mingkun",
middle,https://openalex.org/A5112985512,Zhaohai Li,,False,"Li, Zhaohai",
middle,https://openalex.org/A5111582686,Jianqiang Wan,,False,"Wan, Jianqiang",
middle,https://openalex.org/A5100399575,Pengfei Wang,https://orcid.org/0000-0002-9081-3683,False,"Wang, Pengfei",
middle,https://openalex.org/A5066638397,Wei Ding,https://orcid.org/0000-0002-4764-7827,False,"Ding, Wei",
middle,https://openalex.org/A5055194387,Zhangping Fu,https://orcid.org/0000-0003-4050-6260,False,"Fu, Zheren",
middle,https://openalex.org/A5059281265,Yuanzhong Xu,https://orcid.org/0000-0002-5264-5324,False,"Xu, Yiheng",
middle,https://openalex.org/A5091465907,Jiabo Ye,https://orcid.org/0009-0009-5451-8984,False,"Ye, Jiabo",
middle,https://openalex.org/A5087184425,X.-C. Zhang,https://orcid.org/0000-0002-7187-1829,False,"Zhang, Xi",
middle,https://openalex.org/A5103373480,Tianbao Xie,,False,"Xie, Tianbao",
middle,https://openalex.org/A5037196765,Zong‐Ming Cheng,https://orcid.org/0000-0002-1811-591X,False,"Cheng, Zesen",
middle,https://openalex.org/A5062819361,Zhang Hang,https://orcid.org/0000-0001-9236-372X,False,"Zhang, Hang",
middle,https://openalex.org/A5052757063,Zhibo Yang,https://orcid.org/0000-0002-4637-7175,False,"Yang, Zhibo",
middle,https://openalex.org/A5100642201,Haiyang Xu,https://orcid.org/0000-0003-3950-6511,False,"Xu, Haiyang",
last,https://openalex.org/A5068166551,Juntang Lin,https://orcid.org/0000-0001-9300-1771,False,"Lin, Junyang",
