Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1980,ID-1981,affiliation-1980,affiliation-1981,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Mingkun Yang,1,,https://openalex.org/A5062346032,A5062346032,https://orcid.org/0000-0002-9210-4098,Mingkun Yang,"Feng Gao, Ming-Kun Yang, Ming-kun Yang, Mingkun Yang, Ming‐kun Yang, Yang, Mingkun",113,2379,3.896551724137931,29,55,,,,,9,False,True,True,False,"China, Taiwan, United States",,,,,,,True,3,2025,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4391768012,China,State Key Laboratory of Information Security,,,,https://openalex.org/I4210089584,China,Institute of Hydrobiology,https://openalex.org/I4210142271,Taiwan,Wan Fang Hospital,https://openalex.org/I4210089584,China,Institute of Hydrobiology,https://openalex.org/I4210155419,United States,Center for Systems Biology,https://openalex.org/I4210089584,China,Institute of Hydrobiology,https://openalex.org/I4210089584,China,Institute of Hydrobiology,https://openalex.org/I74872605,China,China Southern Power Grid (China),https://openalex.org/I75390827,China,Beijing University of Chemical Technology,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,https://openalex.org/I4210166499,China,Henan Polytechnic University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I74872605,China,China Southern Power Grid (China),https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,
Mingze Li,1,,https://openalex.org/A5100622001,A5100622001,https://orcid.org/0009-0002-1623-9959,Mingze Li,"LI Ming-Ze, Li Mingze, Li, Mingze, M. Li, Mandy Wingman Li, Michelle Meng‐Chen Li, Ming-Ze LI, MingZe Li, Mingze Li, Mr Yonghao Li",92,1262,7.212121212121212,20,31,,,,,6,False,True,False,False,"Canada, China, Hong Kong",,,,,,,True,3,2025,McGill University,Canada,https://openalex.org/I47689461,China,Northeast Forestry University,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I43313876,China,Dalian Maritime University,,,,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I32399674,China,Shenyang Normal University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I5023651,Canada,McGill University,https://openalex.org/I5023651,Canada,McGill University,https://openalex.org/I5023651,Canada,McGill University,,,
Na Ni,1,,https://openalex.org/A5103193657,A5103193657,,Na Ni,"Na Ni, Ni, Na",3,59,19.666666666666668,3,2,,,,,1,False,True,False,False,China,,,,,,,True,1,2024,Shenyang Agricultural University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I135836153,China,Shenyang Agricultural University,,,,,,
Pei Zhang,4,,https://openalex.org/A5112320629,A5112320629,,Pei Zhang,"Pei Zhang, Qiang Li, Zhang, Pei",28,246,18.0,5,5,,,,,7,False,True,False,False,"China, Peru",,,,,,,True,2,2024,Peking University Third Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210162190,China,"China University of Petroleum, East China",https://openalex.org/I4210162190,China,"China University of Petroleum, East China",https://openalex.org/I4210141265,Peru,National Institute of Quality,https://openalex.org/I4210122191,China,Ordnance Engineering College,,,,https://openalex.org/I55654194,China,Inner Mongolia University of Technology,https://openalex.org/I149594827,China,Xidian University,,,,,,,,,,,,,https://openalex.org/I16609230,China,Hunan University,,,,,,,https://openalex.org/I4210141942,China,Peking University Third Hospital,,,,,,
Peng Wang,4,,https://openalex.org/A5100396049,A5100396049,https://orcid.org/0000-0002-5931-8852,Peng Wang,"PENG WANG, Peng Wang, Wang Peng, Wang peng, Wang, Peng, 중국 천수사범대학교 미술학과 강사",71,1053,10.866666666666667,20,26,,,,,8,False,True,False,False,China,,,,,,,True,1,2025,Shanghai Maritime University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1308199089,China,Harbin University,,,,https://openalex.org/I24201400,China,Chengdu University of Information Technology,,,,,,,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I4210094879,China,Shandong Institute of Automation,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I96733725,China,Shanghai Maritime University,https://openalex.org/I96733725,China,Shanghai Maritime University,,,
Pengfei Wang,1,,https://openalex.org/A5100399575,A5100399575,https://orcid.org/0000-0002-9081-3683,Pengfei Wang,"P. Wang, PENGFEI WANG, Peng-Fei Wang, Peng-fei Wang, PengFei WANG, PengFei Wang, Pengfei WANG, Pengfei Wang, Pengfei Wang (123133), Peng‐Fei Wang",420,7459,5.173913043478261,43,179,,,,,8,False,True,True,False,"China, Japan, United States",,,,,,,True,3,2026,Hebei General Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I158842170,China,Chongqing University,,,,,,,,,,https://openalex.org/I73613424,Japan,National Institute of Advanced Industrial Science and Technology,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,,,,,,,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I4210145812,United States,Cancer Genetics (United States),,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I4210110525,China,Hebei General Hospital
Qin Zhu,3,,https://openalex.org/A5101937362,A5101937362,https://orcid.org/0000-0001-6143-0221,Qin Zhu,"Q. Zhu, QIN ZHU, Qin Zhu, Zhu, Qin",43,835,9.357142857142858,16,22,,,,,5,False,True,True,False,"China, The Netherlands, United States",,,,,,,True,3,2025,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210158179,China,Yellow River Institute of Hydraulic Research,,,,,,,,,,,,,https://openalex.org/I66867065,China,East China Normal University,,,,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,,,,https://openalex.org/I4210106122,China,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,China,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,China,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I4210106122,China,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),,,
Qwen,1,,https://openalex.org/A5115572560,A5115572560,,Qwen,Qwen,1,55,55.0,1,1,,,,,1,False,False,True,False,United States,,,,,,,True,1,2024,Sacred Heart Hospital,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,,,,,,
Ru Peng,1,,https://openalex.org/A5113250941,A5113250941,,Ru Peng,"Peng, Ru, Ru Peng",3,66,22.0,2,2,,,,,1,False,True,False,False,China,,,,,,,True,1,2024,Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,,,
Rui Men,4,,https://openalex.org/A5004626105,A5004626105,https://orcid.org/0000-0002-4429-3461,Rui Men,"Fan, Yang, Men, Rui, Rui Men",50,1354,10.96,16,21,,,,,6,False,True,False,False,China,,,,,,,True,1,2025,Shenyang Jianzhu University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I162868743,China,Tianjin University,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210128818,China,Institute of Software,,,,,,,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I3132882781,China,Longdong University,https://openalex.org/I45928872,China,Alibaba Group (China),,,,https://openalex.org/I4210131919,China,Xi'an University of Technology,https://openalex.org/I83714178,China,Shenyang Jianzhu University,https://openalex.org/I83714178,China,Shenyang Jianzhu University,,,
Ruize Gao,2,,https://openalex.org/A5087464603,A5087464603,,Ruize Gao,"Gao, Ruize, Ruize Gao, Ruize Gao -",8,82,13.666666666666666,2,2,,,,,0,False,False,False,False,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runji Lin,3,,https://openalex.org/A5003991609,A5003991609,,Runji Lin,"Lin, Runji, Runji Lin, Wu, Yuqiao",26,377,8.8,9,9,,,,,4,False,True,False,False,China,,,,,,,True,1,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I24185976,China,Sichuan University,,,,https://openalex.org/I19820366,China,Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I45928872,China,Alibaba Group (China),,,
Shengguang Wu,1,,https://openalex.org/A5072904443,A5072904443,,Shengguang Wu,"Shengguang Wu, Wu, Shengguang",17,152,1.0,3,3,,,,,5,False,True,True,False,"China, United States",,,,,,,True,2,2025,Stanford University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210162715,China,Googol Technology (China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210148359,China,Lifan (China),,,,https://openalex.org/I178232147,China,Guizhou University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I97018004,United States,Stanford University,,,
Shijie Wang,3,,https://openalex.org/A5100762074,A5100762074,https://orcid.org/0000-0001-6312-3524,Shijie Wang,"I. Uman, Lichun Zhou, M. Wang, Qilin Huang, S G Wang, S J Wang, S. J. WANG, S. J. Wang, S. J. 少杰 Wang 王, S. Wang",718,16140,5.180722891566265,64,315,,,,,19,False,True,False,False,"Belgium, China, Singapore, Taiwan, Venezuela",,,,,,,True,5,2025,National Cheng Kung University,Taiwan,,,,,,,https://openalex.org/I51296178,China,China Center of Advanced Science and Technology,,,,,,,,,,,,,https://openalex.org/I4210135735,China,Institute of Geochemistry,,,,,,,,,,https://openalex.org/I173899330,China,Henan University,https://openalex.org/I4210135735,China,Institute of Geochemistry,https://openalex.org/I4210157650,Venezuela,Colección Ornitológica Phelps,https://openalex.org/I4210123095,Singapore,Institute of Materials Research and Engineering,https://openalex.org/I4210157650,Venezuela,Colección Ornitológica Phelps,https://openalex.org/I43337087,China,Hebei University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4210123095,Singapore,Institute of Materials Research and Engineering,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I48780066,China,Shenyang University of Chemical Technology,https://openalex.org/I48780066,China,Shenyang University of Chemical Technology,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I43337087,China,Hebei University,https://openalex.org/I4391768164,China,"China National Heavy Machinery Research Institute Co., Ltd.",https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I4210142748,China,Shandong Academy of Sciences,https://openalex.org/I92092256,China,Huanghe Science and Technology College,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,,,
Shixuan Liu,1,,https://openalex.org/A5101707300,A5101707300,https://orcid.org/0000-0003-4780-3890,Shixuan Liu,"Liu, Shixuan, Liu, Xinzhang, Shixuan Liu",44,118,2.8,7,4,,,,,5,False,True,False,False,China,,,,,,,True,1,2025,Ocean University of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210130071,China,Institute of Oceanographic Instrumentation,,,,,,,,,,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I184843921,China,Hebei University of Technology,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I59028903,China,Ocean University of China,,,
Shuai Bai,3,,https://openalex.org/A5101014470,A5101014470,https://orcid.org/0000-0002-6896-8590,Shuai Bai,"Bai, Shuai, Shuai Bai",59,2761,14.055555555555555,21,27,,,,,7,False,True,False,False,"Cayman Islands, China",,,,,,,True,2,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2801561730,China,Liaoning University of International Business and Economics,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210135723,China,Shanghai Institute of Technical Physics,,,,,,,,,,https://openalex.org/I139759216,China,Beijing University of Posts and Telecommunications,https://openalex.org/I31595395,China,Chengdu University of Technology,https://openalex.org/I4210086143,Cayman Islands,Alibaba Group (Cayman Islands),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I45928872,China,Alibaba Group (China),,,
Shuang Luo,1,,https://openalex.org/A5008824608,A5008824608,https://orcid.org/0000-0003-3832-0475,Shuang Luo,"Luo, Shaoye, Luo, Shuang, S. J. Luo, S. Luo, Shuang LUO, Shuang Luo",49,590,11.428571428571429,12,13,,,,,12,False,True,True,False,"China, United States",,,,,,,True,2,2025,Northwest A&F University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I91045830,United States,Texas A&M University,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I98227222,China,China National Petroleum Corporation (China),https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I4401726990,China,Shanghai Ecological Forecasting and Remote Sensing Center,https://openalex.org/I37461747,China,Wuhan University,https://openalex.org/I27599042,China,Xi'an Polytechnic University,https://openalex.org/I4210095289,China,Jiangsu Changjiang Electronics Technology (China),https://openalex.org/I4210119942,China,Wuhan Textile University,https://openalex.org/I89652312,China,Northwest A&F University,,,
Shusheng Yang,1,,https://openalex.org/A5004788654,A5004788654,,Shusheng Yang,"Shu-Sheng Yang, ShuSheng YANG, Shusheng Yang, Shu‐Sheng Yang, Yang Shusheng, Yang, Shusheng",70,1173,2.4,15,21,,,,,10,False,True,True,False,"China, United States",,,,,,,True,2,2025,New York University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I163340411,China,Hohai University,https://openalex.org/I143413998,China,Qingdao University of Science and Technology,https://openalex.org/I4210137793,China,Tianjin Meteorological Bureau,,,,,,,https://openalex.org/I144581915,China,Jishou University,https://openalex.org/I144581915,China,Jishou University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I1338503839,United States,Corning (United States),https://openalex.org/I4210138162,China,Wuhan Red Cross Hospital,https://openalex.org/I115592961,China,Jiangsu University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I57206974,United States,New York University,,,
Sibo Song,1,,https://openalex.org/A5102334026,A5102334026,,Sibo Song,"Sibo Song, Song, Sibo",21,467,13.8,12,12,,,,,6,False,True,True,False,"China, Singapore, United States",,,,,,,True,3,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I2800817003,United States,Southern California University for Professional Studies,https://openalex.org/I1174212,United States,University of Southern California,,,,https://openalex.org/I4210128819,China,Institute of Electrical Engineering,https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I45928872,China,Alibaba Group (China),,,
Sinan Tan,2,,https://openalex.org/A5008661936,A5008661936,https://orcid.org/0000-0003-2035-2479,Sinan Tan,"Sinan Tan, Tan, Sinan",13,411,30.5,9,8,,,,,1,False,True,False,False,China,,,,,,,True,1,2024,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,,,,,,
Su Yang,2,,https://openalex.org/A5101248866,A5101248866,https://orcid.org/0009-0005-4089-2378,Su Yang,"Fan, Yang, Peter, Hardi, Su Yang, Yang Su",15,244,20.25,5,5,,,,,5,False,True,False,False,"China, Taiwan",,,,,,,True,2,2025,University of Electronic Science and Technology of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I4210141165,Taiwan,Ministry of Education,,,,,,,,,,,,,https://openalex.org/I4210102273,China,Chongqing Metrology Quality Inspection and Research Institute,https://openalex.org/I4210166499,China,Henan Polytechnic University,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,,,
Tianbao Xie,1,,https://openalex.org/A5103373480,A5103373480,,Tianbao Xie,"Tianbao Xie, Xie, Tianbao",50,673,4.071428571428571,11,14,,,,,3,False,True,True,False,"China, United States",,,,,,,True,2,2025,Xi'an University of Technology,China,,,,,,,https://openalex.org/I123534392,United States,University of North Texas,,,,https://openalex.org/I74054363,United States,Linfield College,,,,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,,,,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,,,,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210131919,China,Xi'an University of Technology,,,,,,,,,,,,,https://openalex.org/I4210131919,China,Xi'an University of Technology,,,,,,,https://openalex.org/I4210131919,China,Xi'an University of Technology,https://openalex.org/I4210131919,China,Xi'an University of Technology,,,
Tianhang Zhu,2,,https://openalex.org/A5111138043,A5111138043,,Tianhang Zhu,"Tianhang Zhu, Xie, Wen, Zhu, Tianhang",8,131,7.428571428571429,3,2,,,,,2,False,True,False,False,China,,,,,,,True,1,2025,Third Affiliated Hospital of Southern Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I4210088873,China,Third Affiliated Hospital of Southern Medical University,,,
Tianhao Li,3,,https://openalex.org/A5016521877,A5016521877,https://orcid.org/0009-0002-9101-3490,Tianhao Li,"Li, Tianhao, Tianhao Li",35,411,6.64,10,10,,,,,5,False,True,False,False,China,,,,,,,True,1,2025,Chengdu University of Traditional Chinese Medicine,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9224756,China,Northeastern University,,,,,,,,,,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I18570673,China,Guangxi University of Science and Technology,https://openalex.org/I4210162190,China,"China University of Petroleum, East China",https://openalex.org/I4210142192,China,Powerchina Huadong Engineering Corporation (China),https://openalex.org/I53411278,China,Chengdu University of Traditional Chinese Medicine,,,
