Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1980,ID-1981,affiliation-1980,affiliation-1981,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Fan Yang,4,,https://openalex.org/A5115602252,A5115602252,https://orcid.org/0000-0002-8111-4880,Fan Yang,"F YANG, F Yang, F. W. Yang, F. Yang, Fan Y, Fan Y., Fan YANG, Fan Yang, Fan, Yang, Feining Yang",550,4951,3.3794466403162056,33,117,,,,,13,False,True,True,False,"China, United States",,,,,,,True,2,2026,Beijing Institute of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I77920804,United States,Albany Medical Center Hospital,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210089761,China,West China Hospital of Sichuan University,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I4210099336,United States,Menlo School,https://openalex.org/I4210160344,China,Tongji Hospital,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I4210091343,China,Shanghai Stomatological Hospital,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I98227222,China,China National Petroleum Corporation (China),https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I125839683,China,Beijing Institute of Technology
Fan Zhou,1,,https://openalex.org/A5100403505,A5100403505,https://orcid.org/0000-0002-8038-8150,Fan Zhou,"Chen, Yong, Dongmei Liu, Ehgamberdiev, Sh. A., F Zhou, F. Zhou, F., Zhou, Fan Mingyu, Fan ZHOU, Fan Zhou, Fan Zhou -",584,6559,4.155440414507772,41,152,,,,,16,False,True,True,False,"China, United Kingdom, United States, Uzbekistan",,,,,,,True,4,2026,National University of Uzbekistan,Uzbekistan,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210089040,China,Beijing Institute of Optoelectronic Technology,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,,,,,,,https://openalex.org/I43439940,United Kingdom,University of Southampton,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I116036724,China,Shenyang Ligong University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I61565387,China,Dalian Minzu University,https://openalex.org/I4210151926,China,Hengyang Academy of Agricultural Sciences,https://openalex.org/I4210089228,China,West China Second University Hospital of Sichuan University,https://openalex.org/I116036724,China,Shenyang Ligong University,https://openalex.org/I4210141176,China,Communication University of Zhejiang,https://openalex.org/I4210111013,China,Nanjing Drum Tower Hospital,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I88372448,China,Dalian Polytechnic University,https://openalex.org/I96733725,China,Shanghai Maritime University,https://openalex.org/I47151758,Uzbekistan,National University of Uzbekistan
Fei Huang,5,,https://openalex.org/A5101488344,A5101488344,https://orcid.org/0000-0002-3709-5053,Fei Huang,"Chen, Huajun, Chuanqi Tan, F Huang, Fei Huang, Fei Huang -, Fei Man Xiao-Long Huang, Fei wan Huang, Hu, Mengting, Huang Fei, Huang, Fei",334,6819,5.6923076923076925,42,121,,,,,10,False,True,True,False,"China, United States",,,,,,,True,2,2026,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210102412,China,Yan'an University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I4210104252,China,Air Force Engineering University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I4210114115,United States,IBM Research - Thomas J. Watson Research Center,https://openalex.org/I84392919,United States,Temple University,https://openalex.org/I84392919,United States,Temple University,https://openalex.org/I84392919,United States,Temple University,https://openalex.org/I84392919,United States,Temple University,https://openalex.org/I84392919,United States,Temple University,https://openalex.org/I4210114444,United States,Meta (United States),https://openalex.org/I4210114444,United States,Meta (United States),https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I24943067,China,Fudan University,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China)
Gao Liu,1,,https://openalex.org/A5100682324,A5100682324,https://orcid.org/0000-0001-6886-0507,Gao Liu,"Chao-Yang Wang, G LIU, G Liu, G. Liu, G.Y Liu, GAO LIU, Gangzheng Liu, Gao Liu, Gengkun Liu, Gloria Liu",495,26811,3.1,79,227,,,,,15,False,True,True,False,"China, Germany, Sweden, United States",,,,,,,True,4,2025,Southeast University,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",,,,,,,,,,,,,https://openalex.org/I4210162776,Germany,Central Institute for Art History,,,,https://openalex.org/I148283060,United States,Lawrence Berkeley National Laboratory,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I87216513,United States,Michigan State University,https://openalex.org/I86987016,Sweden,KTH Royal Institute of Technology,https://openalex.org/I87216513,United States,Michigan State University,https://openalex.org/I148283060,United States,Lawrence Berkeley National Laboratory,https://openalex.org/I4210152047,United States,PDL BioPharma (United States),https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I4210126653,China,Shaanxi Research Association for Women and Family,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I75421653,United States,University of Missouri–Kansas City,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I63772739,United States,Florida Atlantic University,https://openalex.org/I75900474,China,Hubei University,https://openalex.org/I75900474,China,Hubei University,https://openalex.org/I4210159865,China,Xiangya Hospital Central South University,https://openalex.org/I4210153856,China,Second Xiangya Hospital of Central South University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I63772739,United States,Florida Atlantic University,https://openalex.org/I63772739,United States,Florida Atlantic University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,,,
Guanglong Dong,1,,https://openalex.org/A5109473960,A5109473960,https://orcid.org/0000-0002-2670-0609,Guanglong Dong,"Dong, Guanting, G. Dong, G.L. DONG, Gao-Lei Dong, Guanglong Dong, Guanting Dong, Gui-xin Dong, Guihong Dong",22,78,3.8,3,2,,,,,3,False,True,False,False,China,,,,,,,True,1,2025,Shijiazhuang Tiedao University,China,,,,https://openalex.org/I92403157,China,University of Science and Technology Beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210097637,China,Tangshan People's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210097637,China,Tangshan People's Hospital,https://openalex.org/I4210097637,China,Tangshan People's Hospital,,,,,,,,,,https://openalex.org/I90090648,China,Shijiazhuang Tiedao University,,,
H Feng,1,,https://openalex.org/A5052412837,A5052412837,https://orcid.org/0000-0002-6877-3195,H Feng,"Fan, J. H., Feng Hu, Feng, C. F., Feng, H., Gabici, S., H Feng, H. Feng, Hu Feng, Hu, Feng, Hua Feng",26,139,4.375,6,3,,,,,4,False,True,False,False,China,,,,,,,True,1,2025,Shanghai University of International Business and Economics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I24943067,China,Fudan University,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I905225518,China,Shanghai University of International Business and Economics,,,
Haiyang Xu,1,,https://openalex.org/A5100642201,A5100642201,https://orcid.org/0000-0003-3950-6511,Haiyang Xu,"H Xu, H. Xu, Hai-Yang Xu, Hai-yang XU, Hai-yang Xu, Haiyang Xu, Haobo Xu, Xu, Haiyang",47,1328,9.0,21,27,,,,,7,False,True,False,False,China,,,,,,,True,1,2025,East China Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I204823248,China,Huazhong Agricultural University,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210146008,China,First Bethune Hospital of Jilin University,https://openalex.org/I4210150498,China,Jilin Academy of Traditional Chinese Medicine,,,,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210150320,China,Center of Hubei Cooperative Innovation for Emissions Trading System,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210146008,China,First Bethune Hospital of Jilin University,,,,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I64852412,China,Sichuan University of Science and Engineering,,,,https://openalex.org/I66867065,China,East China Normal University,,,
Han Yu,1,,https://openalex.org/A5102516031,A5102516031,https://orcid.org/0009-0000-2828-4541,Han Yu,"Han Yu, Han, Yu, Yu Han, Yu, Han",31,352,6.846153846153846,8,8,,,,,8,False,True,False,False,"Australia, China, Hong Kong, Singapore",,,,,,,True,4,2026,Jilin University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,China,Shandong University,,,,https://openalex.org/I154099455,China,Shandong University,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I172675005,Singapore,Nanyang Technological University,,,,https://openalex.org/I4210097214,China,Shandong Management University,https://openalex.org/I40963666,China,Central China Normal University,,,,https://openalex.org/I40963666,China,Central China Normal University,,,,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I82951845,Australia,RMIT University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I194450716,China,Jilin University
Hao Ge,1,,https://openalex.org/A5036154095,A5036154095,https://orcid.org/0000-0002-7179-8748,Hao Ge,"Ge Hao, Ge, Hao, Hao GE, Hao Ge",50,1526,10.2,17,25,,,,,10,False,True,True,False,"Canada, China, Japan, United States",,,,,,,True,4,2026,Beijing International Studies University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I107851509,China,Chinese Academy of Tropical Agricultural Sciences,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I27357992,China,Dalian University of Technology,,,,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I154893126,China,Guizhou Normal University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I98251732,Canada,McMaster University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I98251732,Canada,McMaster University,https://openalex.org/I4210109380,United States,Tesla (United States),https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210163147,China,Traffic Management Research Institute,https://openalex.org/I98285908,Japan,Osaka University,,,,https://openalex.org/I71459812,China,Beijing International Studies University
Haoran Wei,3,,https://openalex.org/A5107950823,A5107950823,,Haoran Wei,"Haoran Wei, Wei, Haoran",20,236,11.375,8,8,,,,,4,False,True,True,False,"China, United States",,,,,,,True,2,2026,Shenzhen University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I30809798,China,ShanghaiTech University,https://openalex.org/I180726961,China,Shenzhen University
Hongyi Yuan,1,,https://openalex.org/A5109367486,A5109367486,,Hongyi Yuan,"Hongyi Yuan, Hong‐yi Yuan, Yuan, Hongyi, Yuan‐He Li",44,529,6.583333333333333,13,15,,,,,6,False,True,False,False,China,,,,,,,True,1,2025,Shanghai Research Institute of Materials,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I47689461,China,Northeast Forestry University,,,,,,,https://openalex.org/I4210124205,China,First Hospital of Shijiazhuang,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210116048,China,Beijing National Laboratory for Molecular Sciences,https://openalex.org/I4210150558,China,Shanghai Research Institute of Materials,,,
Hua Zhong,1,,https://openalex.org/A5101663416,A5101663416,https://orcid.org/0000-0001-9604-4523,Hua Zhong,"A Connors, H Zhong, H. Zhong, HUA ZHONG, Hong Rong Zhong, Hua ZHONG, Hua Zhong, Hua Zhong (1421908), Huanyi Zhong, Huayu Zhong",319,4141,5.55,32,90,,,,,16,False,True,True,False,"China, United Kingdom, United States",,,,,,,True,3,2026,The University of Texas Southwestern Medical Center,United States,,,,,,,,,,,,,,,,https://openalex.org/I4210087207,United States,World Wide Web Consortium,,,,,,,,,,https://openalex.org/I4210150714,United States,Johns Hopkins Hospital,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,,,,,,,,,,https://openalex.org/I308837,China,Suzhou University of Science and Technology,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I4210151926,China,Hengyang Academy of Agricultural Sciences,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I52590639,United Kingdom,Nottingham Trent University,https://openalex.org/I4210146427,China,CCCC Wuhan Harbour Engineering Design and Research (China),https://openalex.org/I52590639,United Kingdom,Nottingham Trent University,https://openalex.org/I4210120169,China,First Affiliated Hospital of Kunming Medical University,https://openalex.org/I52590639,United Kingdom,Nottingham Trent University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I4210144083,China,Third People's Hospital of Huzhou,https://openalex.org/I52590639,United Kingdom,Nottingham Trent University,https://openalex.org/I4210159865,China,Xiangya Hospital Central South University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I99041443,United States,Mississippi State University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I52590639,United Kingdom,Nottingham Trent University,https://openalex.org/I52590639,United Kingdom,Nottingham Trent University,https://openalex.org/I867280407,United States,The University of Texas Southwestern Medical Center
Huan Lin,1,,https://openalex.org/A5113431179,A5113431179,,Huan Lin,"Huan Lin, Lin Huan, Lin, Huan",7,97,17.333333333333332,6,4,,,,,3,False,True,False,False,China,,,,,,,True,1,2024,Zhengzhou Business University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2802541053,China,Academy of Military Medical Sciences,https://openalex.org/I4210155994,China,Zhengzhou Business University,,,,,,
Huancai Lin,1,,https://openalex.org/A5071834880,A5071834880,https://orcid.org/0000-0001-7923-9927,Huancai Lin,"Deyu Hu, H C Lin, H Lin, H. C. Lin, H. Lin, H.C. Lin, HC Lin, HUAN-CAI LIN, Huahao Lin, Huan Cai Lin",177,4748,3.9,38,94,,,,,7,False,True,True,False,"China, Hong Kong, Taiwan, United States",,,,,,,True,4,2025,Zhangzhou Normal University,China,,,,,,,https://openalex.org/I867280407,United States,The University of Texas Southwestern Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,,,,,,,,,,,,,,,,https://openalex.org/I152743029,Taiwan,Kaohsiung Medical University,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I4387155047,China,"Hospital of Stomatology, Sun Yat-sen University",https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I9356336,China,Zhangzhou Normal University,,,
Jiabo Ye,1,,https://openalex.org/A5091465907,A5091465907,https://orcid.org/0009-0009-5451-8984,Jiabo Ye,"Jiabo Ye, Ye, Jiabo",40,887,14.764705882352942,13,16,,,,,4,False,True,False,False,China,,,,,,,True,1,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I116953780,China,Tongji University,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210141682,China,Air Force General Hospital PLA,,,,https://openalex.org/I4210141682,China,Air Force General Hospital PLA,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I45928872,China,Alibaba Group (China),,,
Jialin Wang,2,,https://openalex.org/A5114941909,A5114941909,,Jialin Wang,"Jialin Wang, Wang, Jialin",1,42,42.0,1,1,,,,,0,False,False,False,False,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialong Tang,3,,https://openalex.org/A5101306060,A5101306060,,Jialong Tang,"Jialong Tang, Tang, Jialong",3,85,28.333333333333332,3,2,,,,,0,False,False,False,False,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jian Yang,4,,https://openalex.org/A5101503975,A5101503975,https://orcid.org/0000-0002-1963-712X,Jian Yang,"Jian Yang, Yang, Jian",16,306,21.77777777777778,6,6,,,,,4,False,True,True,False,"China, Germany, United States",,,,,,,True,3,2026,University of Kentucky,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I62916508,Germany,Technical University of Munich,,,,,,,,,,,,,https://openalex.org/I41198531,China,Nanjing University of Posts and Telecommunications,,,,https://openalex.org/I41198531,China,Nanjing University of Posts and Telecommunications,,,,https://openalex.org/I143302722,United States,University of Kentucky,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,,,,https://openalex.org/I143302722,United States,University of Kentucky
Jianhong Tu,4,,https://openalex.org/A5082583725,A5082583725,https://orcid.org/0009-0001-1554-1614,Jianhong Tu,"J. Tu, Jianhong Tu, Tu, Jianhong",23,392,12.153846153846152,10,10,,,,,1,False,True,False,False,China,,,,,,,True,1,2024,Renmin University of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I78988378,China,Renmin University of China,,,,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I78988378,China,Renmin University of China,,,,,,
Jianqiang Wan,1,,https://openalex.org/A5111582686,A5111582686,,Jianqiang Wan,"J Wan, J. S. Wan, J. Wan, Jianqiang Wan, Wan, Jianqiang",18,482,8.75,10,10,,,,,6,False,True,True,False,"Cayman Islands, China, United States",,,,,,,True,3,2024,Alibaba Group (United States),United States,,,,,,,,,,https://openalex.org/I161318765,United States,"University of California, Los Angeles",,,,,,,https://openalex.org/I161318765,United States,"University of California, Los Angeles",,,,https://openalex.org/I63533367,United States,General Atomics (United States),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I4210086143,Cayman Islands,Alibaba Group (Cayman Islands),,,,https://openalex.org/I4210095624,United States,Alibaba Group (United States),,,,,,
Jianwei Zhang,5,,https://openalex.org/A5100326965,A5100326965,https://orcid.org/0000-0002-3219-0801,Jianwei Zhang,"J Zhang, Jian-Wei Zhang, JianWei Zhang, Jianwei ZHANG, Jianwei Zhang, Zhang Jianwei, Zhang, Jianwei",302,3983,6.333333333333333,30,63,,,,,22,False,True,True,False,"China, Germany, Japan, Norway, The Netherlands, United States",,,,,,,True,6,2025,Beijing University of Chemical Technology,China,,,,,,,,,,,,,https://openalex.org/I102335020,Germany,Karlsruhe Institute of Technology,,,,,,,,,,,,,,,,,,,https://openalex.org/I25254941,China,Beijing Normal University,,,,https://openalex.org/I4210097214,China,Shandong Management University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210152737,China,Jinhua Polytechnic,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I66883779,China,Weifang University,https://openalex.org/I66883779,China,Weifang University,https://openalex.org/I83019370,The Netherlands,Eindhoven University of Technology,https://openalex.org/I8488066,Japan,Chiba Institute of Technology,https://openalex.org/I8488066,Japan,Chiba Institute of Technology,https://openalex.org/I24254649,Japan,Tsukuba University of Technology,https://openalex.org/I392282,United States,"University at Albany, State University of New York",https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I98301712,China,Baidu (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I4210142464,Norway,FORCE Technology (Norway),https://openalex.org/I88081825,United States,Empire State University,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,,,
