id,institution_name,country,direct_author_count,total_author_count,direct_works_count,total_works_count,direct_citations,total_citations,num_children,num_ancestors,has_parent,is_parent
https://openalex.org/I19820366,Chinese Academy of Sciences,China,2,39,972587,1807366,107929084,184633500,154,0,False,True
https://openalex.org/I45928872,Alibaba Group (China),China,21,33,6442,10328,417118,684224,2,0,False,True
https://openalex.org/I99065089,Tsinghua University,China,30,30,362254,362254,31397384,31397384,17,0,False,True
https://openalex.org/I4210108516,Sacred Heart Hospital,United States,18,18,525,525,14453,14453,0,0,False,False
https://openalex.org/I881766915,Nanjing University,China,11,11,180192,180192,15960239,15960239,9,0,False,True
https://openalex.org/I9224756,Northeastern University,China,11,11,91237,91237,4580686,4580686,2,0,False,True
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,China,10,11,367415,372860,27994606,28318986,3,1,True,True
https://openalex.org/I87445476,Xi'an Jiaotong University,China,10,10,195348,195348,12190458,12190458,5,0,False,True
https://openalex.org/I20231570,Peking University,China,9,9,378094,378094,30109743,30109743,15,0,False,True
https://openalex.org/I47720641,Huazhong University of Science and Technology,China,9,9,255823,255823,22309264,22309264,7,0,False,True
https://openalex.org/I4210095624,Alibaba Group (United States),United States,9,9,3204,3204,205224,205224,0,1,True,False
https://openalex.org/I76569877,Southeast University,China,9,9,152485,152485,8722758,8722758,3,0,False,True
https://openalex.org/I76130692,Zhejiang University,China,9,9,355911,355911,27582071,27582071,15,0,False,True
https://openalex.org/I9916479,Air Force Medical University,China,7,7,52166,52166,4509705,4509705,1,0,False,True
https://openalex.org/I92403157,University of Science and Technology Beijing,China,7,7,96479,96479,5880436,5880436,2,0,False,True
https://openalex.org/I82880672,Beihang University,China,7,7,145211,145211,7259400,7259400,2,0,False,True
https://openalex.org/I24943067,Fudan University,China,6,6,232431,232431,18888220,18888220,8,0,False,True
https://openalex.org/I24185976,Sichuan University,China,4,6,252674,257568,18323614,18687270,5,0,False,True
https://openalex.org/I76214153,Lanzhou University,China,5,5,102710,102710,7093976,7093976,2,0,False,True
https://openalex.org/I98227222,China National Petroleum Corporation (China),China,3,5,22959,47808,405418,1259149,6,0,False,True
https://openalex.org/I52158045,China Agricultural University,China,4,4,93838,93838,8356414,8356414,3,0,False,True
https://openalex.org/I90610280,South China University of Technology,China,4,4,147567,147567,10631504,10631504,4,0,False,True
https://openalex.org/I37461747,Wuhan University,China,4,4,217524,217524,16152678,16152678,4,0,False,True
https://openalex.org/I170215575,National University of Defense Technology,China,4,4,84416,84416,2968711,2968711,3,0,False,True
https://openalex.org/I98301712,Baidu (China),China,4,4,6251,6251,419206,419206,0,0,False,False
https://openalex.org/I204983213,Harbin Institute of Technology,China,4,4,214404,214404,13279823,13279823,3,0,False,True
https://openalex.org/I889458895,University of Hong Kong,Hong Kong,4,4,219228,219228,20824507,20824507,2,0,False,True
https://openalex.org/I162868743,Tianjin University,China,4,4,163841,163841,11658756,11658756,4,0,False,True
https://openalex.org/I4210162190,"China University of Petroleum, East China",China,4,4,42677,42677,2995389,2995389,0,0,False,False
https://openalex.org/I47689461,Northeast Forestry University,China,4,4,35690,35690,1644697,1644697,1,0,False,True
https://openalex.org/I150229711,University of Electronic Science and Technology of China,China,4,4,138126,138126,7095173,7095173,1,0,False,True
