Author Position,Author ID,Author Name,ORCID,Is Corresponding,Raw Author Name,Affiliations
first,https://openalex.org/A5038897190,Kevis-Kokitsi Maninis,https://orcid.org/0000-0003-3776-0049,False,"Maninis, Kevis-Kokitsi",
middle,https://openalex.org/A5114546921,Kaifeng Chen,https://orcid.org/0009-0008-0602-2987,False,"Chen, Kaifeng",
middle,https://openalex.org/A5017450507,Soham Ghosh,https://orcid.org/0000-0002-6151-8183,False,"Ghosh, Soham",
middle,https://openalex.org/A5086235030,Arjun Karpur,https://orcid.org/0000-0002-7568-3550,False,"Karpur, Arjun",
middle,https://openalex.org/A5022123903,K.-Y. Chen,,False,"Chen, Koert",
middle,https://openalex.org/A5036985837,Ye Xia,https://orcid.org/0000-0002-1548-0567,False,"Xia, Ye",
middle,https://openalex.org/A5108773038,Bingyi Cao,,False,"Cao, Bingyi",
middle,https://openalex.org/A5065353057,Daniel Salz,,False,"Salz, Daniel",
middle,https://openalex.org/A5063732687,Guangxing Han,https://orcid.org/0000-0001-8307-8716,False,"Han, Guangxing",
middle,https://openalex.org/A5032570936,Jan Dlabal,,False,"Dlabal, Jan",
middle,https://openalex.org/A5029175132,Dan Gnanapragasam,,False,"Gnanapragasam, Dan",
middle,https://openalex.org/A5053494387,Mojtaba Seyedhosseini,,False,"Seyedhosseini, Mojtaba",
middle,https://openalex.org/A5056352820,Howard Zhou,https://orcid.org/0000-0003-3245-8481,False,"Zhou, Howard",
last,https://openalex.org/A5101666068,André Araujo,https://orcid.org/0000-0002-4214-6185,False,"Araujo, Andre",
