id,institution_name,direct_author_count,total_author_count,direct_works_count,total_works_count,direct_citations,total_citations,num_children,num_ancestors,has_parent,is_parent
https://openalex.org/I141945490,University of British Columbia,1,1,312732,312732,12648211,12648211,3,0,False,True
https://openalex.org/I1292974536,Ford Motor Company (United States),1,1,14078,14078,467531,467531,4,0,False,True
https://openalex.org/I3124489027,Samara National Research University,1,1,11526,11526,71707,71707,0,0,False,False
https://openalex.org/I180437899,University of Bremen,1,1,60153,60153,1500690,1500690,3,0,False,True
https://openalex.org/I2800095910,Yahoo (Spain),1,1,893,893,42858,42858,0,1,True,False
https://openalex.org/I4210113369,Microsoft Research Asia (China),1,1,7790,7790,541466,541466,0,1,True,False
https://openalex.org/I51601045,University of Bath,1,1,63181,63181,2055390,2055390,0,0,False,False
https://openalex.org/I40120149,University of Oxford,1,1,414496,414496,19668926,19668926,17,0,False,True
https://openalex.org/I99464096,KU Leuven,1,1,269726,269726,9211185,9211185,4,0,False,True
https://openalex.org/I219193219,Purdue University West Lafayette,1,1,241828,241828,7480487,7480487,3,1,True,True
https://openalex.org/I4210127216,Ministry of Transport,1,1,6474,6474,72023,72023,3,0,False,True
https://openalex.org/I10052268,New Mexico State University,1,1,34739,34739,976691,976691,7,0,False,True
https://openalex.org/I4210141421,Ministère de l'Économie et des Finances,1,1,2216,2216,5136,5136,0,0,False,False
https://openalex.org/I75027704,University of Tennessee at Knoxville,1,1,133466,133466,4202121,4202121,1,1,True,True
https://openalex.org/I20231570,Peking University,1,1,308452,308452,7480225,7480225,14,0,False,True
https://openalex.org/I145996665,International Society for Optics and Photonics,1,1,444,444,1839,1839,0,0,False,False
https://openalex.org/I4210110718,Nanyang Normal University,1,1,5664,5664,74709,74709,0,0,False,False
https://openalex.org/I83399316,Rockefeller University,1,1,41406,41406,3831736,3831736,2,0,False,True
https://openalex.org/I2614128279,Dalle Molle Institute for Artificial Intelligence Research,1,1,2472,2472,219676,219676,0,2,True,False
https://openalex.org/I148283060,Lawrence Berkeley National Laboratory,1,1,125568,125568,6913076,6913076,8,2,True,True
https://openalex.org/I180923762,University of Cologne,1,1,112071,112071,3289228,3289228,4,0,False,True
https://openalex.org/I31512782,Technical University of Darmstadt,1,1,68628,68628,1526380,1526380,2,0,False,True
https://openalex.org/I127108677,Eastern Institute of Technology,1,1,967,967,12046,12046,0,1,True,False
https://openalex.org/I4210135021,BP (France),1,1,190,190,5581,5581,0,1,True,False
https://openalex.org/I122411786,California Institute of Technology,1,1,166716,166716,9610307,9610307,8,0,False,True
https://openalex.org/I168719708,City University of Hong Kong,1,1,97754,97754,3092162,3092162,2,0,False,True
https://openalex.org/I48430043,Institut National des Sciences Appliquées de Lyon,1,1,21177,21177,405959,405959,20,1,True,True
https://openalex.org/I76835614,University of Missouri,1,1,124004,124004,3902053,3902053,0,1,True,False
https://openalex.org/I1323015784,Drug Enforcement Administration,1,1,692,692,12902,12902,0,1,True,False
https://openalex.org/I41198531,Nanjing University of Posts and Telecommunications,1,1,36778,36778,510117,510117,1,0,False,True
https://openalex.org/I4210104429,Institute of Cognitive and Brain Sciences,1,1,1847,1847,187823,187823,0,0,False,False
https://openalex.org/I4210133467,Xi'an Aeronautical University,1,1,4687,4687,17423,17423,0,0,False,False
https://openalex.org/I189158971,United States Naval Academy,1,1,12257,12257,203879,203879,0,1,True,False
https://openalex.org/I4210148978,Hospital de Clínicas da Unicamp,1,1,13944,13944,90482,90482,0,0,False,False
https://openalex.org/I1314251682,Institut National de la Recherche Agronomique,1,1,19599,19599,1100659,1100659,2,0,False,True
https://openalex.org/I31746571,UNSW Sydney,1,1,233711,233711,7744727,7744727,3,0,False,True
https://openalex.org/I80293557,University of Computer Studies Yangon,1,1,818,818,4986,4986,0,0,False,False
https://openalex.org/I4210138186,Wuhan National Laboratory for Optoelectronics,1,1,16410,16410,456710,456710,0,0,False,False
https://openalex.org/I100532134,Université Claude Bernard Lyon 1,1,1,159753,159753,4517868,4517868,64,1,True,True
https://openalex.org/I27599042,Xi'an Polytechnic University,1,1,9028,9028,73433,73433,0,0,False,False
https://openalex.org/I205783295,Cornell University,1,1,415481,415481,18954620,18954620,12,0,False,True
https://openalex.org/I91807558,National Cheng Kung University,1,1,90162,90162,1934047,1934047,0,0,False,False
https://openalex.org/I94658018,University of Memphis,1,1,31507,31507,934571,934571,0,0,False,False
https://openalex.org/I1289243028,Oak Ridge National Laboratory,1,1,120537,120537,4146221,4146221,6,2,True,True
