id,display_name,author_count
https://openalex.org/I99065089,Tsinghua University,35
https://openalex.org/I76130692,Zhejiang University,20
https://openalex.org/I881766915,Nanjing University,19
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,17
https://openalex.org/I90610280,South China University of Technology,16
https://openalex.org/I87445476,Xi'an Jiaotong University,15
https://openalex.org/I20231570,Peking University,14
https://openalex.org/I76569877,Southeast University,13
https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,12
https://openalex.org/I74973139,Carnegie Mellon University,10
https://openalex.org/I9224756,Northeastern University,10
https://openalex.org/I82880672,Beihang University,10
https://openalex.org/I889458895,University of Hong Kong,10
https://openalex.org/I4210137180,Institute of High Energy Physics,9
https://openalex.org/I87780372,Chongqing Medical University,9
https://openalex.org/I92403157,University of Science and Technology Beijing,7
https://openalex.org/I183067930,Shanghai Jiao Tong University,7
https://openalex.org/I97018004,Stanford University,7
https://openalex.org/I21193070,Beijing Jiaotong University,6
https://openalex.org/I24943067,Fudan University,6
https://openalex.org/I55712492,Zhejiang University of Technology,6
https://openalex.org/I80947539,Fuzhou University,6
https://openalex.org/I66867065,East China Normal University,6
https://openalex.org/I25757504,China University of Mining and Technology,6
https://openalex.org/I150229711,University of Electronic Science and Technology of China,6
https://openalex.org/I157773358,Sun Yat-sen University,5
https://openalex.org/I4210164339,Oldham Council,5
https://openalex.org/I24185976,Sichuan University,5
https://openalex.org/I86519309,The University of Texas at Austin,5
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,5
https://openalex.org/I47720641,Huazhong University of Science and Technology,5
https://openalex.org/I84653119,Academia Sinica,5
https://openalex.org/I78577930,Columbia University,5
https://openalex.org/I4800084,Southwest Jiaotong University,5
https://openalex.org/I37461747,Wuhan University,5
https://openalex.org/I78988378,Renmin University of China,5
https://openalex.org/I75390827,Beijing University of Chemical Technology,5
https://openalex.org/I47689461,Northeast Forestry University,4
https://openalex.org/I98227222,China National Petroleum Corporation (China),4
https://openalex.org/I153473198,North China Electric Power University,4
https://openalex.org/I126520041,University of Science and Technology of China,4
https://openalex.org/I78978612,Yangzhou University,4
https://openalex.org/I92039509,Guangzhou Medical University,4
https://openalex.org/I75900474,Hubei University,4
https://openalex.org/I89652312,Northwest A&F University,4
https://openalex.org/I52158045,China Agricultural University,4
https://openalex.org/I66946132,"University of Maryland, College Park",4
https://openalex.org/I19820366,Chinese Academy of Sciences,4
https://openalex.org/I150807315,Guangxi University,4
https://openalex.org/I159948400,Jinan University,4
https://openalex.org/I84218800,"University of California, Davis",4
https://openalex.org/I158842170,Chongqing University,4
https://openalex.org/I80143920,Shandong University of Science and Technology,4
https://openalex.org/I9916479,Air Force Medical University,4
https://openalex.org/I83519826,Nanjing Medical University,4
https://openalex.org/I43313876,Dalian Maritime University,4
https://openalex.org/I27357992,Dalian University of Technology,4
https://openalex.org/I119454577,Nanjing Agricultural University,4
https://openalex.org/I102322142,"Rutgers, The State University of New Jersey",3
https://openalex.org/I202126657,Qufu Normal University,3
https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,3
https://openalex.org/I191208505,Xiamen University,3
https://openalex.org/I139024713,Guangdong University of Technology,3
https://openalex.org/I154425047,University of Alberta,3
https://openalex.org/I45928872,Alibaba Group (China),3
https://openalex.org/I194450716,Jilin University,3
https://openalex.org/I43922553,Wuhan University of Science and Technology,3
https://openalex.org/I91125648,Wuhan Institute of Technology,3
https://openalex.org/I76214153,Lanzhou University,3
https://openalex.org/I39333907,Yanshan University,3
https://openalex.org/I4210131271,Institute of Modern Physics,3
https://openalex.org/I3124059619,China University of Geosciences,3
https://openalex.org/I154099455,Shandong University,3
https://openalex.org/I4210151987,Ministry of Agriculture and Rural Affairs,3
https://openalex.org/I52357470,The Ohio State University,3
https://openalex.org/I31683504,Beijing Forestry University,3
https://openalex.org/I62853816,Beijing University of Civil Engineering and Architecture,3
https://openalex.org/I25254941,Beijing Normal University,3
https://openalex.org/I125839683,Beijing Institute of Technology,3
https://openalex.org/I95457486,"University of California, Berkeley",3
https://openalex.org/I74872605,China Southern Power Grid (China),3
https://openalex.org/I78757542,University of Newcastle Australia,3
https://openalex.org/I32574673,Shantou University,3
https://openalex.org/I165932596,National University of Singapore,3
https://openalex.org/I58200834,Southern Medical University,3
https://openalex.org/I23171815,Zhengzhou University of Light Industry,3
https://openalex.org/I4210125143,Chengdu University,3
https://openalex.org/I43337087,Hebei University,3
https://openalex.org/I37796252,Beijing University of Technology,3
https://openalex.org/I4210089761,West China Hospital of Sichuan University,3
https://openalex.org/I74485261,Shandong Agricultural University,3
https://openalex.org/I168719708,City University of Hong Kong,3
https://openalex.org/I91935597,University of South China,3
https://openalex.org/I91656880,China Medical University,2
https://openalex.org/I55538621,China Jiliang University,2
https://openalex.org/I40963666,Central China Normal University,2
https://openalex.org/I4210161896,Fu Wai Hospital,2
https://openalex.org/I4401200389,Dalian Naval Academy,2
https://openalex.org/I181547552,Baylor College of Medicine,2
https://openalex.org/I59028903,Ocean University of China,2
https://openalex.org/I4210154338,Hubei Engineering University,2
https://openalex.org/I44675526,Shanghai Ocean University,2
https://openalex.org/I4210112946,Shanghai Institute of Organic Chemistry,2
https://openalex.org/I79619799,University of Birmingham,2
https://openalex.org/I4392738113,China Electric Power Research Institute,2
https://openalex.org/I41156924,Victoria University of Wellington,2
https://openalex.org/I4210163399,Shandong First Medical University,2
https://openalex.org/I36258959,University of California San Diego,2
https://openalex.org/I17145004,Northwestern Polytechnical University,2
https://openalex.org/I165745306,Southwest Petroleum University,2
https://openalex.org/I37987034,Guangzhou University,2
https://openalex.org/I31595395,Chengdu University of Technology,2
https://openalex.org/I4210134769,University of Pittsburgh Medical Center,2
https://openalex.org/I96673099,Technical University of Denmark,2
https://openalex.org/I205237279,Nankai University,2
https://openalex.org/I63966007,Massachusetts Institute of Technology,2
https://openalex.org/I204983213,Harbin Institute of Technology,2
https://openalex.org/I4210138501,Chinese Academy of Agricultural Sciences,2
https://openalex.org/I90149893,China Earthquake Administration,2
https://openalex.org/I899859998,Qiqihar Medical University,2
https://openalex.org/I24201400,Chengdu University of Information Technology,2
https://openalex.org/I72951846,Washington State University,2
https://openalex.org/I45129253,University College London,2
https://openalex.org/I901403493,NuVasive (United States),2
https://openalex.org/I185261750,University of Toronto,2
https://openalex.org/I4210105312,Shanghai Power Equipment Research Institute,2
https://openalex.org/I55022517,Heilongjiang University,2
https://openalex.org/I4210155088,Institute of Chemistry,2
https://openalex.org/I4210147389,Hunan Provincial People's Hospital,2
https://openalex.org/I4210162190,"China University of Petroleum, East China",2
https://openalex.org/I4210119109,Indiana University Bloomington,2
https://openalex.org/I53411278,Chengdu University of Traditional Chinese Medicine,2
https://openalex.org/I148128674,University of Shanghai for Science and Technology,2
https://openalex.org/I4210116924,"Chinese University of Hong Kong, Shenzhen",2
https://openalex.org/I87182695,Universidad del Noreste,2
https://openalex.org/I2802939634,Chinese PLA General Hospital,2
https://openalex.org/I4210147322,Shanghai Institute of Microsystem and Information Technology,2
https://openalex.org/I4210116048,Beijing National Laboratory for Molecular Sciences,2
https://openalex.org/I64852412,Sichuan University of Science and Engineering,2
