Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1970,ID-1971,ID-1975,ID-1978,ID-1982,affiliation-1970,affiliation-1971,affiliation-1975,affiliation-1978,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Hongjin Su,1,,https://openalex.org/A5019018962,A5019018962,https://orcid.org/0000-0002-0812-4695,Hongjin Su,"Hongjin Su, Su, Hongjin",17,267,3.090909090909091,7,6,,,,,,,,,,,2,False,True,False,False,"China, Hong Kong",,,,,,,,,,,,,,,,True,2,2023,University of Hong Kong,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210116924,China,"Chinese University of Hong Kong, Shenzhen",,,,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,,,,,,,,,
Hongzhang Liu,2,,https://openalex.org/A5091109818,A5091109818,,Hongzhang Liu,"HongZhang LIU, Hongzhang LIU, Hongzhang Liu, LIU HongZhang, Liu, Hongzhang",8,19,2.6,3,1,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2021,China Geological Survey,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2799486974,China,China Geological Survey,,,,,,,,,,,,,,,
Hoon-Churl Kang,1,,https://openalex.org/A5083539676,A5083539676,,Hoon-Churl Kang,"H Kang, Hoon-Churl Kang, Kang, Haoqiang",3,7,0.0,1,0,,,,,,,,,,,1,False,False,False,False,South Korea,,,,,,,,,,,,,,,,True,1,2005,Inje University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I104338594,South Korea,Inje University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huabin Zheng,5,,https://openalex.org/A5111649512,A5111649512,,Huabin Zheng,"H. Zheng, Huabin Zheng, Zheng, Huabin",4,11,5.5,1,1,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2022,Wuhan Institute of Virology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210106882,China,Wuhan Institute of Virology,,,,,,,,,,,,
Huajian Xin,1,,https://openalex.org/A5111038333,A5111038333,,Huajian Xin,"Haiming Wang, Huajian Xin, Wang, Haiming, Xin, Huajian",22,694,35.421052631578945,5,3,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Southeast University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210143029,China,Guangxi Research Institute of Chemical Industry,,,,https://openalex.org/I76569877,China,Southeast University
Huan Yuan,1,,https://openalex.org/A5035054412,A5035054412,,Huan Yuan,"Huan Yuan, Yuan, Huan",13,262,12.142857142857142,9,9,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Xi'an Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,
Huarong Chen,2,,https://openalex.org/A5124893581,A5124893581,,Huarong Chen,"Chen, Huarong, Huarong Chen",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hui Wang,1,,https://openalex.org/A5124903096,A5124903096,,Hui Wang,"Hui Wang, Wang, Hui",21,0,0.0,0,0,,,,,,,,,,,1,False,False,False,False,Australia,,,,,,,,,,,,,,,,True,1,2026,Monash University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I56590836,Australia,Monash University
Huiqun Hao,1,,https://openalex.org/A5053106097,A5053106097,https://orcid.org/0000-0001-7023-8688,Huiqun Hao,"H. F. Hao, H. Hao, Hao, Hanwen, Huiqun Hao, Luo, Yashuo",19,245,0.0,5,4,,,,,,,,,,,3,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2023,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210131271,China,Institute of Modern Physics,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,,,,https://openalex.org/I4210108629,China,Computer Network Information Center,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210108629,China,Computer Network Information Center,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,,,,,,
J. -Z. Zhuang,1,,https://openalex.org/A5074311785,A5074311785,,J. -Z. Zhuang,"J. -Z. Zhuang, Zhuang, J. -Z., Zhuang, Jingze",6,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,https://openalex.org/I99065089,China,Tsinghua University,,,
J. Chen,1,,https://openalex.org/A5113207328,A5113207328,,J. Chen,"Chen, Junrong, J. Chen, Jia-jun Chen, Jihan Chen, Jingdong CHEN, Ju Hong Chen, Junrong Chen",29,524,1.3333333333333333,12,12,,,,,,,,,,,12,False,True,True,False,"China, United States",,,,,,,,,,,,,,,,True,2,2025,Jianghan University,China,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I84218800,United States,"University of California, Davis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I119454577,China,Nanjing Agricultural University,,,,,,,,,,https://openalex.org/I28006308,China,Shandong Normal University,https://openalex.org/I119454577,China,Nanjing Agricultural University,,,,https://openalex.org/I24185976,China,Sichuan University,,,,https://openalex.org/I119454577,China,Nanjing Agricultural University,https://openalex.org/I4210097066,China,Shanghai Ninth People's Hospital,https://openalex.org/I119454577,China,Nanjing Agricultural University,https://openalex.org/I4210113111,China,China National Bamboo Research Center,https://openalex.org/I119454577,China,Nanjing Agricultural University,https://openalex.org/I1284762954,China,Zhejiang A & F University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I4210159420,China,Shanghai Children's Hospital,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,,,,,,,https://openalex.org/I74872605,China,China Southern Power Grid (China),,,,https://openalex.org/I169572211,China,Northeast Agricultural University,https://openalex.org/I31590910,China,Jianghan University,,,
J. Zhao,1,,https://openalex.org/A5070851446,A5070851446,https://orcid.org/0000-0001-6408-2314,J. Zhao,"%, J. Zhao, An, F. F., Apollinari, Giorgio, C Zhang, C. Zhong, Cabrera, A., Chunfeng Lu, Cree, W., D. Zhang, Dermenev, Alexander",1485,37320,3.357320099255583,92,621,,,,,,,,,,,23,False,True,True,False,"Canada, China, France, Hungary, India, Switzerland, Taiwan, United Kingdom, United States",,,,,,,,,,,,,,,,True,9,2026,Air Force Medical University,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I143804889,United Kingdom,Loughborough University,https://openalex.org/I46247651,Canada,University of Manitoba,,,,https://openalex.org/I46247651,Canada,University of Manitoba,,,,https://openalex.org/I46247651,Canada,University of Manitoba,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I143804889,United Kingdom,Loughborough University,https://openalex.org/I46247651,Canada,University of Manitoba,https://openalex.org/I29801172,United States,Thomas Jefferson National Accelerator Facility,https://openalex.org/I111088046,United States,Boston University,https://openalex.org/I1850255,Switzerland,University of Basel,https://openalex.org/I204823248,China,Huazhong Agricultural University,https://openalex.org/I79619799,United Kingdom,University of Birmingham,https://openalex.org/I7597260,Hungary,Hungarian Academy of Sciences,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I79619799,United Kingdom,University of Birmingham,https://openalex.org/I90090648,China,Shijiazhuang Tiedao University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4387153284,France,Laboratoire de Chimie-Physique Macromoléculaire,https://openalex.org/I99552915,India,University of Rajasthan,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I74485261,China,Shandong Agricultural University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I74485261,China,Shandong Agricultural University,https://openalex.org/I75867142,China,Xiamen University of Technology,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I9916479,China,Air Force Medical University
Jia Chen,2,,https://openalex.org/A5100416018,A5100416018,https://orcid.org/0000-0002-1785-8746,Jia Chen,"Beatrix Metzner, CHEN Jia -, Chen Jia, Chen, Jia, Huayun Tang, Jia CHEN, Jia Chen, Jia, Chen, Jing Chen",114,739,2.2857142857142856,12,16,,,,,,,,,,,12,False,True,True,False,"China, United Kingdom, United States",,,,,,,,,,,,,,,,True,3,2025,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I162714631,United States,George Mason University,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I45129253,United Kingdom,University College London,,,,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I4210119942,China,Wuhan Textile University,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I4210164787,China,Puyang Vocational and Technical College,https://openalex.org/I21193070,China,Beijing Jiaotong University,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I52099693,United Kingdom,University of York,https://openalex.org/I4210088511,China,Inner Mongolia Electric Power (China),https://openalex.org/I21193070,China,Beijing Jiaotong University,https://openalex.org/I64852412,China,Sichuan University of Science and Engineering,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,,,
Jia Li,1,,https://openalex.org/A5124899728,A5124899728,,Jia Li,"Jia Li, Li, Jia, Timothy M. Errington",15,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,ENN (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210100528,China,ENN (China)
Jiahao Chen,2,,https://openalex.org/A5124921997,A5124921997,,Jiahao Chen,"Chen, Jiahao, Jiahao Chen",4,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Renmin University of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I78988378,China,Renmin University of China
Jiahao Wang,1,,https://openalex.org/A5124896701,A5124896701,,Jiahao Wang,"Jiahao Wang, Wang, Jiahao",4,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,University of Shanghai for Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I148128674,China,University of Shanghai for Science and Technology
Jialei Cui,2,,https://openalex.org/A5124942075,A5124942075,,Jialei Cui,"Cui, Jialei, Jialei Cui",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiaming Li,1,,https://openalex.org/A5100326742,A5100326742,https://orcid.org/0000-0002-9951-9704,Jiaming Li,"Jiaming Li, Konark Saxena, LI Jiaming, Li Jiaming, Li, Jiaming",66,1366,3.857142857142857,15,22,,,,,,,,,,,6,False,True,False,False,"Australia, China",,,,,,,,,,,,,,,,True,2,2025,Northwest Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I158842170,China,Chongqing University,,,,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210160793,China,Institute of Geographic Sciences and Natural Resources Research,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210160793,China,Institute of Geographic Sciences and Natural Resources Research,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I68986083,China,Northwest Normal University,https://openalex.org/I4210160793,China,Institute of Geographic Sciences and Natural Resources Research,https://openalex.org/I68986083,China,Northwest Normal University,,,
Jianfan Xu,1,,https://openalex.org/A5124919053,A5124919053,,Jianfan Xu,"Jianfan Xu, Xu, Jianfan",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jianhang Guo,2,,https://openalex.org/A5041543400,A5041543400,https://orcid.org/0000-0001-8977-8596,Jianhang Guo,"Guo, Jianhang, Jianhang Guo",12,692,15.5,10,10,,,,,,,,,,,4,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,National Engineering Research Center for Wheat,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I101479585,China,South China Agricultural University,,,,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,https://openalex.org/I4210115332,China,National Engineering Research Center for Wheat,,,,,,
Jianlin Su,5,,https://openalex.org/A5078222384,A5078222384,https://orcid.org/0000-0002-1000-8458,Jianlin Su,"JIANLIN SU, Jianlin Su, Su, Jianlin",55,2897,4.666666666666667,16,23,,,,,,,,,,,5,False,True,False,False,"China, Taiwan",,,,,,,,,,,,,,,,True,2,2026,Southeast University,China,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I84653119,Taiwan,Academia Sinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I4210144436,China,Shanghai Huayi Group (China),https://openalex.org/I4210144436,China,Shanghai Huayi Group (China),,,,,,,https://openalex.org/I64449678,China,Putian University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University
Jianlong Chen,1,,https://openalex.org/A5124936695,A5124936695,,Jianlong Chen,"Chen, Jianlong, Jianlong Chen",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiannan Xiang,1,,https://openalex.org/A5100562747,A5100562747,,Jiannan Xiang,"Jiannan Xiang, Xiang, Jiannan",12,38,1.0,3,1,,,,,,,,,,,1,False,False,True,True,United States,,,,,,,,,,,,,,,,True,1,2022,Carnegie Mellon University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I74973139,United States,Carnegie Mellon University,,,,,,,,,,,,
Jianzhou Wang,3,,https://openalex.org/A5044720245,A5044720245,https://orcid.org/0000-0001-9078-7617,Jianzhou Wang,"Ellen Bunyi-Teopengco, Hu, Zhenxing, JIANZHOU WANG, Jian-Zhou Wang, Jian-zhou Wang, Jianzhou Wang, Wang, Jianzhou, Yao Dong, Zhao-Liang Zhu",323,16006,10.71186440677966,70,229,,,,,,,,,,,14,False,True,True,False,"China, United States",,,,,,,,,,,,,,,,True,2,2025,Tianshui Normal University,China,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I170201317,United States,University of Pittsburgh,https://openalex.org/I170201317,United States,University of Pittsburgh,https://openalex.org/I170201317,United States,University of Pittsburgh,,,,https://openalex.org/I170201317,United States,University of Pittsburgh,,,,,,,https://openalex.org/I170201317,United States,University of Pittsburgh,,,,https://openalex.org/I4210134769,United States,University of Pittsburgh Medical Center,https://openalex.org/I4210130600,United States,Children's Hospital of Pittsburgh,https://openalex.org/I8692664,United States,University of Oklahoma,https://openalex.org/I49332381,United States,University of Oklahoma Health Sciences Center,https://openalex.org/I49332381,United States,University of Oklahoma Health Sciences Center,https://openalex.org/I8692664,United States,University of Oklahoma,https://openalex.org/I2799767083,United States,Ochsner Medical Center,https://openalex.org/I1336053918,United States,Ochsner Health System,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I8692664,United States,University of Oklahoma,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I4210135349,China,Shanghai Institute of Optics and Fine Mechanics,,,,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I130480701,China,Dongbei University of Finance and Economics,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4210146235,China,Yan'an Hospital Affiliated To Kunming Medical University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I4210147389,China,Hunan Provincial People's Hospital,https://openalex.org/I4210147389,China,Hunan Provincial People's Hospital,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4210163834,China,Tianshui Normal University,,,
Jiaqi Deng,2,,https://openalex.org/A5062194013,A5062194013,,Jiaqi Deng,"Deng, Jiaqi, JIA-QI DENG, Jia-Qi Deng, Jiaqi Deng",29,439,0.8,11,11,,,,,,,,,,,6,False,True,False,False,"China, Malaysia, United Kingdom",,,,,,,,,,,,,,,,True,3,2025,University of Edinburgh,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210160344,China,Tongji Hospital,,,,https://openalex.org/I3017480383,China,Southwest Medical University,https://openalex.org/I3017480383,China,Southwest Medical University,https://openalex.org/I3017480383,China,Southwest Medical University,https://openalex.org/I4210086248,China,Affiliated Hospital of Southwest Medical University,https://openalex.org/I4210086248,China,Affiliated Hospital of Southwest Medical University,,,,https://openalex.org/I55285296,Malaysia,UCSI University,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,,,
Jiawei Lin,1,,https://openalex.org/A5124917687,A5124917687,,Jiawei Lin,"Jiawei Lin, Lin, Jiawei",3,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiawen Tao,3,,https://openalex.org/A5123897371,A5123897371,,Jiawen Tao,"Jiawen Tao, Tao, Jiawen",4,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiaxi Hu,2,,https://openalex.org/A5100953811,A5100953811,,Jiaxi Hu,"Hu Jiaxi, Hu, Jiaxi, Jiaxi Hu",20,99,4.615384615384615,7,4,,,,,,,,,,,3,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,Beijing Institute of Nanoenergy and Nanosystems,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I151075929,China,Army Medical University,,,,https://openalex.org/I150807315,China,Guangxi University,https://openalex.org/I4210133436,China,Beijing Institute of Nanoenergy and Nanosystems,,,,,,
