Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1970,ID-1971,ID-1975,ID-1978,ID-1982,affiliation-1970,affiliation-1971,affiliation-1975,affiliation-1978,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Yiming Qin,2,,https://openalex.org/A5025327117,A5025327117,,Yiming Qin,"Liu, Yibo, Qin, Yidao, Qin, Yiming, Y.S. Qin, YiMing Qin, Yiming Qin",54,977,2.526315789473684,17,24,,,,,,,,,,,7,False,True,False,False,"China, Hong Kong",,,,,,,,,,,,,,,,True,2,2025,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I41317344,China,Jiangxi Science and Technology Normal University,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I17145004,China,Northwestern Polytechnical University,https://openalex.org/I31637741,China,Inner Mongolia University of Science and Technology,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I28006308,China,Shandong Normal University,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I99065089,China,Tsinghua University,,,
Ying Yang,2,,https://openalex.org/A5124934706,A5124934706,,Ying Yang,"Yang, Ying, Ying Yang",7,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Shanghai Innovative Research Center of Traditional Chinese Medicine,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2802974365,China,Shanghai Innovative Research Center of Traditional Chinese Medicine
Ying Zou,1,,https://openalex.org/A5124929711,A5124929711,,Ying Zou,"Ying Zou, Zou, Ying",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yingguo Yang,1,,https://openalex.org/A5054579017,A5054579017,https://orcid.org/0000-0002-1749-2799,Yingguo Yang,"Duo Zhang, Liu, Yifeng, Qi Wang, Shanglei Feng, Wanwu Guo, Y. G. Yang, Y. Yang, Y.G. Yang, YING YANG, Yang Ying-Guo",364,24626,24.888,72,207,,,,,,,,,,,10,False,True,True,False,"China, United States",,,,,,,,,,,,,,,,True,2,2025,Hubei University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics,,,,https://openalex.org/I113940042,China,Shanghai University,https://openalex.org/I113940042,China,Shanghai University,https://openalex.org/I161318765,United States,"University of California, Los Angeles",https://openalex.org/I161318765,United States,"University of California, Los Angeles",https://openalex.org/I161318765,United States,"University of California, Los Angeles",,,,https://openalex.org/I4210140689,China,Technical Institute of Physics and Chemistry,https://openalex.org/I74872605,China,China Southern Power Grid (China),https://openalex.org/I4210099373,China,Second Hospital of Hebei Medical University,,,,,,,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I74872605,China,China Southern Power Grid (China),https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I75900474,China,Hubei University,,,
Yingjiang Chen,1,,https://openalex.org/A5089598220,A5089598220,,Yingjiang Chen,"Chen, Yingjiang, Yingjiang Chen",14,23,2.111111111111111,4,0,,,,,,,,,,,3,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Liupanshui Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I21193070,China,Beijing Jiaotong University,,,,,,,,,,,,,,,,https://openalex.org/I165745306,China,Southwest Petroleum University,https://openalex.org/I165745306,China,Southwest Petroleum University,https://openalex.org/I165745306,China,Southwest Petroleum University,https://openalex.org/I4210138370,China,Liupanshui Normal University
Yingwei Ma,2,,https://openalex.org/A5124924700,A5124924700,,Yingwei Ma,"Ma, Yingwei, Yingwei Ma",3,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiping Bao,3,,https://openalex.org/A5043216848,A5043216848,,Yiping Bao,"Yang, Ying, Yiping BAO, Yiping Bao",5,61,5.5,2,2,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,Hunan Xiangdian Test Research Institute (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I3018397418,China,Yuhuangding Hospital,,,,https://openalex.org/I3018397418,China,Yuhuangding Hospital,,,,,,,,,,,,,,,,,,,https://openalex.org/I3018397418,China,Yuhuangding Hospital,https://openalex.org/I4210122501,China,Hunan Xiangdian Test Research Institute (China),,,,,,
Yipu Wang,1,,https://openalex.org/A5124905544,A5124905544,,Yipu Wang,"Wang, Yipu, Yipu Wang",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiqin Wang,3,,https://openalex.org/A5073872340,A5073872340,https://orcid.org/0000-0002-2783-8861,Yiqin Wang,"Wang, Yiqin, Yiqin Wang",11,356,5.0,6,4,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Shanghai Research Center for Wireless Communications,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210153300,China,Shanghai Research Center for Wireless Communications,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I4210153300,China,Shanghai Research Center for Wireless Communications,,,
Yiwei Li,3,,https://openalex.org/A5124896215,A5124896215,,Yiwei Li,"Li, Yiwei, Yiwei Li",3,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yizhi Zhang,3,,https://openalex.org/A5124895144,A5124895144,,Yizhi Zhang,"Yizhi Zhang, Zhang, Yizhi",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yong-Sheng Yang,1,,https://openalex.org/A5052615725,A5052615725,https://orcid.org/0009-0006-9627-0911,Yong-Sheng Yang,"Y.X. Yang, Yang, Yichi, Yong-Sheng Yang, Yongsheng Yang",6,6,0.0,1,0,,,,,,,,,,,2,False,True,False,False,"China, Hong Kong",,,,,,,,,,,,,,,,True,2,2002,University of Hong Kong,Hong Kong,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I139759216,China,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongsheng Kang,2,,https://openalex.org/A5100931742,A5100931742,,Yongsheng Kang,"Kang Yong-Sheng, Kang Yongsheng, Kang, Yongsheng, Yong-sheng Kang, Yongsheng Kang",14,36,2.0,4,1,,,,,,,,,,,4,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,Beijing Chemical Industry Research Institute (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210149496,China,Zhengzhou People's Hospital,,,,,,,,,,,,,,,,,,,https://openalex.org/I135714990,China,North University of China,,,,,,,https://openalex.org/I4210109313,China,Zhengzhou City Hospital,,,,https://openalex.org/I4210109313,China,Zhengzhou City Hospital,,,,https://openalex.org/I4210116579,China,Beijing Chemical Industry Research Institute (China),,,,,,
Yongting Zhang,2,,https://openalex.org/A5124954332,A5124954332,,Yongting Zhang,"Yongting Zhang, Zhang, Yongting",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youbo Shao,1,,https://openalex.org/A5124904376,A5124904376,,Youbo Shao,"Shao, Youbo, Youbo Shao",4,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Fan,3,,https://openalex.org/A5124930344,A5124930344,,Yu Fan,"Fan, Yu, Yu Fan",3,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Jing,1,,https://openalex.org/A5112386744,A5112386744,,Yu Jing,"Jing, Yu, Yu Jing, Yu Ting Jing",10,8,0.0,2,0,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2010,People's Government of Shaanxi Province,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I4210139215,China,People's Government of Shaanxi Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Zhang,3,,https://openalex.org/A5124961270,A5124961270,,Yu Zhang,"Yu Zhang, Zhang, Yu",30,2,0.0666666666666666,1,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Nanjing University of Aeronautics and Astronautics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics
Yuan Cao,1,,https://openalex.org/A5124896638,A5124896638,,Yuan Cao,"Cao, Yuan, Yuan Cao",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan Mei,1,,https://openalex.org/A5100735875,A5100735875,https://orcid.org/0000-0002-9442-6381,Yuan Mei,"Mei Yuan, Mei, Yuan, Yuan Mei",6,65,0.0,1,1,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2023,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I37461747,China,Wuhan University,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,,,,,,,,,
Yuankun Chen,2,,https://openalex.org/A5124889414,A5124889414,,Yuankun Chen,"Chen, Yuankun, Yuankun Chen",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuanxin Liu,2,,https://openalex.org/A5044541656,A5044541656,https://orcid.org/0000-0002-0673-4887,Yuanxin Liu,"LIU Yuanxin, Lin, Ming, Liu Yuanxin, Liu Yuanxin -, Liu, Yuanxin, YUANXIN LIU, Yuan-xin Liu, Yuanxin (Leo) Liu, Yuanxin LIU, Yuanxin Liu",219,3170,1.6666666666666667,31,65,,,,,,,,,,,14,False,True,True,False,"China, United States",,,,,,,,,,,,,,,,True,2,2026,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1333535994,United States,University of North Carolina Health Care,https://openalex.org/I4210128628,China,Peking University Shenzhen Hospital,https://openalex.org/I114027177,United States,University of North Carolina at Chapel Hill,,,,https://openalex.org/I1333535994,United States,University of North Carolina Health Care,https://openalex.org/I1333535994,United States,University of North Carolina Health Care,https://openalex.org/I153473198,China,North China Electric Power University,https://openalex.org/I153473198,China,North China Electric Power University,,,,,,,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I153473198,China,North China Electric Power University,https://openalex.org/I25254941,China,Beijing Normal University,https://openalex.org/I4210156834,China,Institute of Economics,https://openalex.org/I4510145,China,Jiangxi University of Science and Technology,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I43337087,China,Hebei University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I75900474,China,Hubei University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences
Yuanying Guo,1,,https://openalex.org/A5124967773,A5124967773,,Yuanying Guo,"Guo, Yuanying, Yuanying Guo",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yubo Liu,1,,https://openalex.org/A5100747042,A5100747042,https://orcid.org/0000-0001-8782-2581,Yubo Liu,"Liu Yubo, Liu, Yangyang, Liu, Yubo, Y. Isabel Liu, Y. Liu, Yang Liu, Yangming Liu, Yangyang Liu, Yannan Liu, Yi Liu",75,200,0.1379310344827586,9,8,,,,,,,,,,,7,False,True,True,False,"Australia, China, United States",,,,,,,,,,,,,,,,True,3,2026,Northeastern University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,,,,,,,,,,https://openalex.org/I129604602,Australia,University of Sydney,https://openalex.org/I90610280,China,South China University of Technology,,,,,,,,,,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I4210126065,China,Shanghai Electric (China),https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I9224756,China,Northeastern University
Yuchao Qian,1,,https://openalex.org/A5023154572,A5023154572,,Yuchao Qian,"Qian, Yuchao, Yuchao Qian",5,4,0.3333333333333333,1,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Zhengzhou University of Light Industry,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,,,,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,,,
Yucheng Wang,2,,https://openalex.org/A5124876111,A5124876111,,Yucheng Wang,"Wang, Yucheng, Yucheng Wang",4,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucheng Wu,1,,https://openalex.org/A5000234334,A5000234334,https://orcid.org/0000-0002-8231-8172,Yucheng Wu,"Jiaqin Liu, Jinhua Zhang, Jizu Li, Junwei Qiao, S.W. Yu, Shuyu Dai, Song Ma, Wu, Yifan, Wu, Yiliang, Wu, Yu-Cheng",1367,32739,4.06049822064057,79,767,,,,,,,,,,,16,False,True,True,False,"China, Taiwan, United States",,,,,,,,,,,,,,,,True,3,2025,National Taipei University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I4210152758,China,Institute of Atmospheric Physics,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I173093425,Taiwan,Chang Gung University,https://openalex.org/I50519452,Taiwan,Lunghwa University of Science and Technology,https://openalex.org/I4210099079,China,Institute of Intelligent Machines,https://openalex.org/I38877650,China,Zhengzhou University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I4210126991,China,China Nonferrous Metal Mining (China),https://openalex.org/I4210143726,United States,Advanced Materials and Devices (United States),https://openalex.org/I4210154057,China,Institute of Solid State Physics,https://openalex.org/I9086337,China,Taiyuan University of Technology,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I9086337,China,Taiyuan University of Technology,https://openalex.org/I9356336,China,Zhangzhou Normal University,https://openalex.org/I9086337,China,Taiyuan University of Technology,https://openalex.org/I92582371,Taiwan,Southern Taiwan University of Science and Technology,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I99613584,Taiwan,National Taipei University,,,
Yuchong Xie,1,,https://openalex.org/A5124913117,A5124913117,,Yuchong Xie,"Xie, Yuchong, Yuchong Xie",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yue Liu,2,,https://openalex.org/A5124899971,A5124899971,,Yue Liu,"Liu, Yue, Yue Liu",10,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Sichuan Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I63354593,China,Sichuan Normal University
Yuefeng Wu,1,,https://openalex.org/A5124952850,A5124952850,,Yuefeng Wu,"Wu, Yuefeng, Yuefeng Wu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuemeng Xu,1,,https://openalex.org/A5124959793,A5124959793,,Yuemeng Xu,"Xu, Yuemeng, Yuemeng Xu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuhao Dong,2,,https://openalex.org/A5101315785,A5101315785,,Yuhao Dong,"Dong, Yuhao, Yuhao Dong",16,175,11.307692307692308,6,4,,,,,,,,,,,5,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,South China University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I119454577,China,Nanjing Agricultural University,,,,,,,https://openalex.org/I2802939634,China,Chinese PLA General Hospital,https://openalex.org/I4210158522,China,PLA Academy of Military Science,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I90610280,China,South China University of Technology
Yuhao Wu,2,,https://openalex.org/A5124884479,A5124884479,,Yuhao Wu,"Wu, Yuhao, Yuhao Wu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
