Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1989,ID-1993,ID-1994,ID-1997,ID-1999,ID-2000,ID-2001,ID-2002,ID-2003,ID-2004,ID-2005,ID-2006,ID-2007,ID-2008,ID-2009,ID-2010,ID-2011,ID-2012,ID-2013,ID-2014,ID-2015,ID-2016,ID-2017,ID-2018,ID-2019,ID-2020,ID-2021,ID-2022,ID-2023,ID-2024,ID-2025,affiliation-1989,affiliation-1993,affiliation-1994,affiliation-1997,affiliation-1999,affiliation-2000,affiliation-2001,affiliation-2002,affiliation-2003,affiliation-2004,affiliation-2005,affiliation-2006,affiliation-2007,affiliation-2008,affiliation-2009,affiliation-2010,affiliation-2011,affiliation-2012,affiliation-2013,affiliation-2014,affiliation-2015,affiliation-2016,affiliation-2017,affiliation-2018,affiliation-2019,affiliation-2020,affiliation-2021,affiliation-2022,affiliation-2023,affiliation-2024,affiliation-2025
Zhicheng Ma,2,,https://openalex.org/A5045715549,A5045715549,,Zhicheng Ma,Zhicheng Ma,6,16,0.6666666666666666,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I3133134087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanzhou Jiaotong University,,,
Xiaokang Zhang,2,,https://openalex.org/A5048566877,A5048566877,https://orcid.org/0009-0005-4550-6261,Xiaokang Zhang,Xiaokang Zhang,5,17,1.5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I52158045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Agricultural University,,
Ruisong Zhang,2,,https://openalex.org/A5048832336,A5048832336,https://orcid.org/0000-0002-7051-3309,Ruisong Zhang,Ruisong Zhang,8,136,14.25,3,2,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I98227222,,,,https://openalex.org/I4210165038,https://openalex.org/I4210165038,https://openalex.org/I3125743391,,,,,,,,,,,,,,,,,,,,,,,,,China National Petroleum Corporation (China),,,,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,China University of Geosciences (Beijing),
Yi Yu,2,,https://openalex.org/A5060198927,A5060198927,https://orcid.org/0000-0003-4326-5992,Yi Yu,"Yangxi Yu, Y. Yu, Yi Yu, Y. H. Yu, Y.H Yu, Yi Hsien Yu",310,18164,8.59322033898305,65,146,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I30809798,https://openalex.org/I4210119042,https://openalex.org/I4210119042,https://openalex.org/I143868143,https://openalex.org/I4210119042,https://openalex.org/I90610280,https://openalex.org/I143868143,https://openalex.org/I38877650,https://openalex.org/I4210096386,https://openalex.org/I102322142,https://openalex.org/I143868143,,,,,,,,,,,,,,,,,,,,,ShanghaiTech University,Gannan Normal University,Gannan Normal University,Anhui University,Gannan Normal University,South China University of Technology,Anhui University,Zhengzhou University,Bridge University,"Rutgers, The State University of New Jersey",Anhui University
Yujia He,2,,https://openalex.org/A5060991733,A5060991733,,Yujia He,Yujia He,6,66,14.5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4391768003,,https://openalex.org/I56590836,https://openalex.org/I4210152380,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Key Laboratory of Biotherapy,,Monash University,Shenzhen Technology University
Yue Gong,2,,https://openalex.org/A5065675807,A5065675807,https://orcid.org/0000-0002-6842-5318,Yue Gong,"Y. Gong, Yue Gong",64,2617,16.7,21,28,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183519381,https://openalex.org/I183519381,https://openalex.org/I183519381,https://openalex.org/I141649914,https://openalex.org/I4210107698,https://openalex.org/I133868755,https://openalex.org/I133868755,https://openalex.org/I140221134,https://openalex.org/I133868755,,,,,,,,,,,,,,,,,,,,,,,Capital Medical University,Capital Medical University,Capital Medical University,Nanchang University,PLA 306 Hospital,Shanghai Medical College of Fudan University,Shanghai Medical College of Fudan University,Anhui Agricultural University,Shanghai Medical College of Fudan University
Zhiyu Wu,2,,https://openalex.org/A5071782544,A5071782544,,Zhiyu Wu,"Zhi‐Yu Wu, WU Zhi‐yu, Z.Y. Wu, Zhiyu Wu, Zhezhou Wu",34,192,7.777777777777778,7,6,,,,,,,,,https://openalex.org/I82497590,https://openalex.org/I308837,,,,https://openalex.org/I4210121678,https://openalex.org/I20942203,,,,https://openalex.org/I48780066,,https://openalex.org/I20942203,,,https://openalex.org/I153473198,https://openalex.org/I20942203,,https://openalex.org/I20942203,https://openalex.org/I20942203,https://openalex.org/I20942203,https://openalex.org/I5422934,https://openalex.org/I4210105832,,,,,,,,,Auburn University,Suzhou University of Science and Technology,,,,Block Engineering (United States),Hainan University,,,,Shenyang University of Chemical Technology,,Hainan University,,,North China Electric Power University,Hainan University,,Hainan University,Hainan University,Hainan University,Shanxi Datong University,First Affiliated Hospital of Guangzhou University of Chinese Medicine
Ziyi Gao,2,,https://openalex.org/A5075527381,A5075527381,https://orcid.org/0009-0005-4996-1368,Ziyi Gao,"Z Q Gao, Ziyi Gao",7,28,2.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I290007724,https://openalex.org/I31683504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qinghai University for Nationalities,Beijing Forestry University,,
Wenqin Yu,2,,https://openalex.org/A5082678890,A5082678890,,Wenqin Yu,Wenqin Yu,6,34,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210152119,,,,https://openalex.org/I4210139449,https://openalex.org/I4210136633,,,,,,,,,,,,,,,,,,,,,,,,,,Jiangsu Province Hospital,,,,Ningxia Medical University General Hospital,Stem Cell Institute,
Chengda Lu,2,,https://openalex.org/A5090328003,A5090328003,https://orcid.org/0000-0002-9452-4053,Chengda Lu,Chengda Lu,106,578,2.4358974358974357,14,19,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I3124059619,https://openalex.org/I57093077,https://openalex.org/I57093077,https://openalex.org/I57093077,https://openalex.org/I1327237609,https://openalex.org/I1327237609,https://openalex.org/I1327237609,https://openalex.org/I1327237609,https://openalex.org/I1327237609,https://openalex.org/I119868032,,,,,,,,,,,,,,,,,,,,,,China University of Geosciences,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Shanxi Agricultural University
Yuxiang Luo,2,,https://openalex.org/A5100569167,A5100569167,,Yuxiang Luo,"Yuxiang Luo, Luo YuXiang",7,10,1.0,2,0,,,,,,,,,,,,,,,https://openalex.org/I4210145500,,,,,,,,,,,,,,https://openalex.org/I4210145393,https://openalex.org/I4210145393,,,,,,,,,,,,,,,,Guizhou Electric Power Design and Research Institute,,,,,,,,,,,,,,Hainan Agricultural School,Hainan Agricultural School,
Xinyuan Li,2,,https://openalex.org/A5100663165,A5100663165,https://orcid.org/0000-0002-5255-9960,Xinyuan Li,"Xin‐Yuan Li, Xinyuan Li",15,211,2.25,8,7,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,https://openalex.org/I169572211,https://openalex.org/I881766915,https://openalex.org/I20231570,,https://openalex.org/I1284762954,https://openalex.org/I4210151987,,https://openalex.org/I58200834,,,,,,,,,,,,,,,,,,,,,,,Peking University,Northeast Agricultural University,Nanjing University,Peking University,,Zhejiang A & F University,Ministry of Agriculture and Rural Affairs,,Southern Medical University
Xin Cheng,2,,https://openalex.org/A5100692497,A5100692497,https://orcid.org/0009-0008-7928-6713,Xin Cheng,"Cheng Xin, Xin Cheng",22,47,1.1111111111111112,4,1,,,,,,,,,,,https://openalex.org/I204983213,,,,,https://openalex.org/I76569877,,,,,,,https://openalex.org/I21193070,,,,https://openalex.org/I21193070,https://openalex.org/I21193070,https://openalex.org/I205237279,https://openalex.org/I4210135985,,,,,,,,,,,,Harbin Institute of Technology,,,,,Southeast University,,,,,,,Beijing Jiaotong University,,,,Beijing Jiaotong University,Beijing Jiaotong University,Nankai University,Shanghai University of Medicine and Health Sciences,
Zijun Liu,2,,https://openalex.org/A5100725216,A5100725216,,Zijun Liu,"Zi‐Jun Liu, Liu Zijun, Zijun Liu",14,147,4.0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I205237279,https://openalex.org/I146773158,https://openalex.org/I44675526,,https://openalex.org/I108160477,,,,,,,,,,,,,,,,,,,,,,,,,,,Nankai University,Qingdao Agricultural University,Shanghai Ocean University,,Hebei Agricultural University,,
Bo Liu,2,,https://openalex.org/A5100727812,A5100727812,https://orcid.org/0000-0001-5426-515X,Bo Liu,"Liu Bo, Bo Liu",89,475,2.5217391304347827,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210159790,https://openalex.org/I149594827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institute of Earth Environment,Xidian University,
Junlong Li,2,,https://openalex.org/A5100757072,A5100757072,https://orcid.org/0000-0003-2588-2882,Junlong Li,"Jun‐long Li, Li Junlong, Junlong Li, LI Jun‐long",34,337,10.5,9,9,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I62853816,https://openalex.org/I51601045,https://openalex.org/I80143920,https://openalex.org/I99065089,https://openalex.org/I4210149962,https://openalex.org/I80947539,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing University of Civil Engineering and Architecture,University of Bath,Shandong University of Science and Technology,Tsinghua University,Sanming University,Fuzhou University,
Yu Wu,2,,https://openalex.org/A5100861568,A5100861568,https://orcid.org/0009-0002-4233-6461,Yu Wu,Yu Wu,15,90,0.3333333333333333,5,4,,,,,,,,,,,https://openalex.org/I19820366,,,,,,,,https://openalex.org/I170215575,https://openalex.org/I170215575,https://openalex.org/I170215575,,,,,,,,https://openalex.org/I63190737,https://openalex.org/I27781120,,,,,,,,,,,,Chinese Academy of Sciences,,,,,,,,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,"University at Buffalo, State University of New York",Wenzhou Medical University,
Yiyang Ma,2,,https://openalex.org/A5101360646,A5101360646,,Yiyang Ma,Yiyang Ma,9,15,0.6666666666666666,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I60837268,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King Mongkut's University of Technology Thonburi,Peking University,
Yang Zhang,2,,https://openalex.org/A5101456454,A5101456454,https://orcid.org/0000-0003-3056-3069,Yang Zhang,"Zhang Yang, Z. Yang, Yang Zhang",66,390,2.2666666666666666,11,11,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I211433327,https://openalex.org/I27357992,,,https://openalex.org/I211433327,https://openalex.org/I211433327,https://openalex.org/I165745306,,,,,,,,,,,,,,,,,,,,,,,,,Ministry of Natural Resources,Dalian University of Technology,,,Ministry of Natural Resources,Ministry of Natural Resources,Southwest Petroleum University,
Bing Xue,2,,https://openalex.org/A5101472713,A5101472713,,Bing Xue,"Bing Xue, B. Y. XUE, X Bing, B. Xue, Xue Bing",69,1662,3.857142857142857,20,39,,,,,,,,,,,,,,,https://openalex.org/I4210136497,https://openalex.org/I194450716,https://openalex.org/I4210136497,https://openalex.org/I116953780,https://openalex.org/I194450716,https://openalex.org/I194450716,,https://openalex.org/I211433327,,https://openalex.org/I211433327,https://openalex.org/I211433327,https://openalex.org/I51622183,https://openalex.org/I31847773,https://openalex.org/I1327237609,https://openalex.org/I194450716,https://openalex.org/I19820366,,,,,,,,,,,,,,,,Jilin Medical University,Jilin University,Jilin Medical University,Tongji University,Jilin University,Jilin University,,Ministry of Natural Resources,,Ministry of Natural Resources,Ministry of Natural Resources,Shaanxi University of Science and Technology,Zhejiang Ocean University,Ministry of Education of the People's Republic of China,Jilin University,Chinese Academy of Sciences,
Kai Hu,2,,https://openalex.org/A5101710153,A5101710153,https://orcid.org/0009-0009-7511-935X,Kai Hu,"Kai Hu, Kai Hu ‐, Kai Hu Kai Hu",24,157,4.875,7,4,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I92178344,,,,,,https://openalex.org/I92178344,https://openalex.org/I99065089,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,Anhui University of Technology,,,,,,Anhui University of Technology,Tsinghua University,Peking University,
Tao Yun,2,,https://openalex.org/A5102213433,A5102213433,,Tao Yun,"Yun Tao, Tao Yun",102,594,1.5384615384615385,12,13,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I37461747,,,,,,https://openalex.org/I4210157719,https://openalex.org/I4210131567,https://openalex.org/I61057504,,,,,,,,,,,,,,,,,,,,,,,Wuhan University,,,,,,Yancheng Institute of Technology,Jiangsu Institute of Meteorological Sciences,Fujian Agriculture and Forestry University,
Xuheng Lin,2,,https://openalex.org/A5102457348,A5102457348,,Xuheng Lin,Xuheng Lin,3,18,0.0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I6507939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China United Network Communications Group (China),,,,,,
Zijia Zhu,2,,https://openalex.org/A5102510461,A5102510461,,Zijia Zhu,Zijia Zhu,13,203,10.5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210156804,https://openalex.org/I194450716,https://openalex.org/I4210156804,https://openalex.org/I183067930,https://openalex.org/I4210164150,https://openalex.org/I183067930,,,,,,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Zhengzhou University,Jilin University,First Affiliated Hospital of Zhengzhou University,Shanghai Jiao Tong University,Shanghai Center for Brain Science and Brain-Inspired Technology,Shanghai Jiao Tong University,
Kexin Huang,2,,https://openalex.org/A5102892551,A5102892551,https://orcid.org/0009-0003-5576-2213,Kexin Huang,"Kexin Huang, Ke‐xin Huang, Huang Ke‐xin, Huang Kexin",38,439,3.111111111111111,11,12,,,,,,,,,,,,https://openalex.org/I17145004,,,,https://openalex.org/I17145004,,https://openalex.org/I4210146008,https://openalex.org/I17145004,,https://openalex.org/I194450716,,,https://openalex.org/I17145004,https://openalex.org/I167027274,https://openalex.org/I194450716,https://openalex.org/I167027274,https://openalex.org/I194450716,https://openalex.org/I194450716,https://openalex.org/I170215575,,,,,,,,,,,,,Northwestern Polytechnical University,,,,Northwestern Polytechnical University,,First Bethune Hospital of Jilin University,Northwestern Polytechnical University,,Jilin University,,,Northwestern Polytechnical University,Nanjing Forestry University,Jilin University,Nanjing Forestry University,Jilin University,Jilin University,National University of Defense Technology,
Litong Wang,2,,https://openalex.org/A5103211182,A5103211182,https://orcid.org/0000-0003-0238-5496,Litong Wang,"Litong Wang, Wang Litong, Wang Li‐tong, Li‐Tong Wang",41,381,4.375,7,6,,,,,,,,,,,,,,https://openalex.org/I158842170,https://openalex.org/I158842170,https://openalex.org/I55712492,https://openalex.org/I55712492,https://openalex.org/I55712492,https://openalex.org/I55712492,https://openalex.org/I151727225,,https://openalex.org/I55712492,https://openalex.org/I153473198,https://openalex.org/I2800959905,https://openalex.org/I78978612,https://openalex.org/I153473198,https://openalex.org/I191996457,https://openalex.org/I165745306,https://openalex.org/I153473198,https://openalex.org/I27357992,https://openalex.org/I191996457,,,,,,,,,,,,,,Chongqing University,Chongqing University,Zhejiang University of Technology,Zhejiang University of Technology,Zhejiang University of Technology,Zhejiang University of Technology,Harbin Engineering University,,Zhejiang University of Technology,North China Electric Power University,Liaoning University of Traditional Chinese Medicine,Yangzhou University,North China Electric Power University,Dalian Medical University,Southwest Petroleum University,North China Electric Power University,Dalian University of Technology,Dalian Medical University
Zizheng Pan,2,,https://openalex.org/A5104206167,A5104206167,https://orcid.org/0000-0002-1717-7844,Zizheng Pan,"Z P Pan, Zexu Pan, Zizheng Pan",40,526,8.76923076923077,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9916479,https://openalex.org/I2801239119,https://openalex.org/I2801239119,https://openalex.org/I56590836,https://openalex.org/I56590836,https://openalex.org/I165932596,,,,,,,,,,,,,,,,,,,,,,,,,,Air Force Medical University,Australian Regenerative Medicine Institute,Australian Regenerative Medicine Institute,Monash University,Monash University,National University of Singapore
Yisong Wang,2,,https://openalex.org/A5104684132,A5104684132,,Yisong Wang,Yisong Wang,5,16,0.0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210161807,https://openalex.org/I4210161807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taizhou Vocational and Technical College,Taizhou Vocational and Technical College
Yongji Wang,2,,https://openalex.org/A5110372162,A5110372162,https://orcid.org/0000-0001-7472-7489,Yongji Wang,"Wang Yong‐Ji, Yongji Wang, Yong‐Ji Wang, Wang Yongji, Y J Wang, Wang Y J, Yongji Wang, Wang Yongji",126,1555,2.25,19,37,,,,,,,,,,,,,,,,,https://openalex.org/I4391767820,,https://openalex.org/I9916479,https://openalex.org/I4210128818,https://openalex.org/I4210124723,,https://openalex.org/I9916479,https://openalex.org/I4391767820,https://openalex.org/I4210165038,https://openalex.org/I4210128818,https://openalex.org/I4210165038,https://openalex.org/I4210165038,https://openalex.org/I139759216,https://openalex.org/I37796252,https://openalex.org/I102208913,,,,,,,,,,,,,,,,,State Key Laboratory of Computer Science,,Air Force Medical University,Institute of Software,Maternal and Child Health Hospital of Sichuan Province,,Air Force Medical University,State Key Laboratory of Computer Science,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Beijing University of Posts and Telecommunications,Beijing University of Technology,Shihezi University
Zhengyan Zhang,2,,https://openalex.org/A5111176285,A5111176285,,Zhengyan Zhang,Zhengyan Zhang,4,12,0.0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuting Pan,2,,https://openalex.org/A5113628365,A5113628365,,Shuting Pan,Shuting Pan,3,48,0.0,3,1,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210164024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Nanchang University,,,,,,,,,,
Bochao Wu,2,,https://openalex.org/A5103178710,A5103178710,https://orcid.org/0009-0005-8791-9689,Bowen Wu,"B. Y. Wu, Bo‐Wen Wu, Bowen Wu, Bochao Wu",38,293,2.5555555555555554,10,11,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2800372957,https://openalex.org/I199305430,https://openalex.org/I4210137180,https://openalex.org/I2800372957,https://openalex.org/I4210137180,https://openalex.org/I4800084,https://openalex.org/I189210763,https://openalex.org/I25251306,,,,,,,,,,,,,,,,,,,,,,,,China Electronics Technology Group Corporation,Nantong University,Institute of High Energy Physics,China Electronics Technology Group Corporation,Institute of High Energy Physics,Southwest Jiaotong University,Yunnan University,Yuanpei University,
Fucong Dai,2,,https://openalex.org/A5029983760,A5029983760,https://orcid.org/0000-0002-8539-0356,Fengze Dai,"Fengze Dai, F. Z. DAI, F. Dai, Feng‐Ze Dai, F.Z. Dai, Fucong Dai",76,1716,3.9130434782608696,23,37,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I115592961,https://openalex.org/I115592961,https://openalex.org/I115592961,https://openalex.org/I115592961,https://openalex.org/I115592961,https://openalex.org/I115592961,https://openalex.org/I115592961,https://openalex.org/I4210126065,https://openalex.org/I146620803,https://openalex.org/I115592961,,,,,,,,,,,,,,,,,,,,,,Jiangsu University,Jiangsu University,Jiangsu University,Jiangsu University,Jiangsu University,Jiangsu University,Jiangsu University,Shanghai Electric (China),Wenzhou University,Jiangsu University,
Xinxia Shan,2,,https://openalex.org/A5059343948,A5059343948,,X. Y. Shan,"Xuehui Shan, Xintong Shan, X. Y. Shan, Xinxia Shan",37,110,1.5714285714285714,6,3,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I126520041,https://openalex.org/I157773358,https://openalex.org/I126520041,https://openalex.org/I126520041,https://openalex.org/I126520041,https://openalex.org/I126520041,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,University of Science and Technology of China,Sun Yat-sen University,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China
Xuan Lu,2,,https://openalex.org/A5052404451,A5052404451,https://orcid.org/0000-0003-4886-0918,Xuan Lü,"Lu Xuan, Xuan Hui Lu, X. Lu, Xuan Lu, Xuan Lü",156,2561,5.1875,26,60,,,,,,,,,,,,https://openalex.org/I76130692,,,,,,,,https://openalex.org/I76130692,,https://openalex.org/I181877577,https://openalex.org/I181877577,https://openalex.org/I76130692,https://openalex.org/I38877650,https://openalex.org/I79223203,https://openalex.org/I181877577,https://openalex.org/I79223203,https://openalex.org/I138006243,https://openalex.org/I141649914,https://openalex.org/I4210100098,,,,,,,,,,,,Zhejiang University,,,,,,,,Zhejiang University,,Shanxi University,Shanxi University,Zhejiang University,Zhengzhou University,Guangdong Ocean University,Shanxi University,Guangdong Ocean University,University of Arizona,Nanchang University,Jingdezhen University
Yuan Ou,2,,https://openalex.org/A5028036445,A5028036445,,Yangjie Ou,"Yuan Ou, Yipeng Ou, Yuting Ou, Y J Ou, Yangjie Ou, Yumei Ou",14,123,0.0,5,4,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I102345215,https://openalex.org/I102345215,,,,https://openalex.org/I92614990,,https://openalex.org/I102345215,https://openalex.org/I3133134087,,,,,,,,,,,,,,,,,,,,,,,Xihua University,Xihua University,,,,Tokyo University of Agriculture and Technology,,Xihua University,Lanzhou Jiaotong University
Yunfan Xiong,2,,https://openalex.org/A5055302542,A5055302542,,Yunkui Xiong,"Yunfan Xiong, Y. Xiong, Yun‐Kui Xiong, Yunkui Xiong, Xiong Yun‐kui",31,145,0.0,6,2,,,,,,,,,,,,,https://openalex.org/I53592917,,https://openalex.org/I53592917,,,,,https://openalex.org/I4210162663,https://openalex.org/I53592917,https://openalex.org/I53592917,,,https://openalex.org/I53592917,https://openalex.org/I53592917,https://openalex.org/I4210162663,,,https://openalex.org/I53592917,,,,,,,,,,,,,,Jiangxi Normal University,,Jiangxi Normal University,,,,,Chemical Synthesis Lab,Jiangxi Normal University,Jiangxi Normal University,,,Jiangxi Normal University,Jiangxi Normal University,Chemical Synthesis Lab,,,Jiangxi Normal University,
Z. F. Wu,2,,https://openalex.org/A5102019727,A5102019727,https://orcid.org/0009-0006-4745-0000,Zixuan Wu,"Zixuan Wu, Z. F. Wu, Zi‐Xuan Wu",44,191,3.0833333333333335,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I43337087,https://openalex.org/I87445476,https://openalex.org/I43337087,https://openalex.org/I87445476,https://openalex.org/I40347166,https://openalex.org/I4210126517,,,,,,,,,,,,,,,,,,,,,,,,,,Hebei University,Xi'an Jiaotong University,Hebei University,Xi'an Jiaotong University,University of Chicago,Wangjing Hospital of China Academy of Chinese Medical Sciences
Zhean Xu,2,,https://openalex.org/A5104332671,A5104332671,,Z. L. Xu,"Z. L. Xu, Zhean Xu",11,706,2.0,6,4,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I126520041,https://openalex.org/I2802340896,https://openalex.org/I2802340896,,https://openalex.org/I2802340896,https://openalex.org/I2802340896,,https://openalex.org/I19820366,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,University of Science and Technology of China,Purple Mountain Observatory,Purple Mountain Observatory,,Purple Mountain Observatory,Purple Mountain Observatory,,Chinese Academy of Sciences,Chinese Academy of Sciences
Han Bao,2,,https://openalex.org/A5021682810,A5021682810,https://orcid.org/0000-0001-7270-9914,Han Bao,"Bao Han, Han Bao",10,42,0.0,4,2,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,,,,,https://openalex.org/I17145004,https://openalex.org/I17145004,https://openalex.org/I17145004,https://openalex.org/I17145004,https://openalex.org/I4210165038,,,,,,,,,,,,,,,,,,,,,,Shandong University,,,,,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,University of Chinese Academy of Sciences,
Haocheng Wang,2,,https://openalex.org/A5034335736,A5034335736,https://orcid.org/0000-0002-5033-0230,Haocheng Wang,"Hao‐Cheng Wang, Haocheng Wang",25,129,3.2222222222222223,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20942203,https://openalex.org/I1308309334,https://openalex.org/I91656880,https://openalex.org/I91656880,https://openalex.org/I58200834,,,,,,,,,,,,,,,,,,,,,,,,,,,Hainan University,Translational Research Institute,China Medical University,China Medical University,Southern Medical University
Chenyu Zhang,2,,https://openalex.org/A5100377485,A5100377485,https://orcid.org/0000-0002-7137-8954,Chenyu Zhang,"Zhang Chenyu, Chenyu. Zhang",31,75,0.6666666666666666,5,1,,,,,,,,,,,,,,,,,,,,https://openalex.org/I36399199,,https://openalex.org/I4210126065,,,,https://openalex.org/I1335486098,,,https://openalex.org/I24201400,https://openalex.org/I181903023,https://openalex.org/I87182695,,,,,,,,,,,,,,,,,,,,Nanjing University of Science and Technology,,Shanghai Electric (China),,,,Electric Power Research Institute,,,Chengdu University of Information Technology,Xi'an Shiyou University,Universidad del Noreste
Jiawei Wang,2,,https://openalex.org/A5103002075,A5103002075,https://orcid.org/0009-0006-9797-2691,Jiawei Wang,Jiawei Wang,15,25,0.5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I194450716,https://openalex.org/I4210091786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jilin University,State Key Laboratory on Integrated Optoelectronics,
Wanjia Zhao,2,,https://openalex.org/A5112946948,A5112946948,,Wanjia Zhao,Wanjia Zhao,9,27,0.0,3,0,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I17145004,,,,,,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,,,,Northwestern Polytechnical University,,,,,,Zhejiang University,,
Yuhan Wu,1,,https://openalex.org/A5075693457,A5075693457,https://orcid.org/0000-0002-8139-2194,Yuhuan Wu,"Y. Wu, Yu‐Huan Wu, Yu Huan Wu, Yongcong Wu, Ying Ying Janet Wu, Yuhuan Wu, Y.‐H. Wu",92,1066,6.4375,18,28,,,,,,,,https://openalex.org/I4210110024,,,,,,,,,https://openalex.org/I19820366,,,,,https://openalex.org/I4210110024,https://openalex.org/I4210110024,https://openalex.org/I4210110024,https://openalex.org/I117532281,https://openalex.org/I163151501,https://openalex.org/I118347636,https://openalex.org/I4210113703,https://openalex.org/I2801769982,https://openalex.org/I163151501,https://openalex.org/I163151501,,,,,,,,Institute of Applied Ecology,,,,,,,,,Chinese Academy of Sciences,,,,,Institute of Applied Ecology,Institute of Applied Ecology,Institute of Applied Ecology,Guangzhou University of Chinese Medicine,Hangzhou Normal University,Australian National University,Henan University of Urban Construction,First Affiliated Hospital of Wenzhou Medical University,Hangzhou Normal University,Hangzhou Normal University
Yukun Li,1,,https://openalex.org/A5018379530,A5018379530,https://orcid.org/0000-0003-0750-3308,Yukun Li,"Yukun Li, Y. Li",9,38,2.3333333333333335,3,1,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I19820366,,https://openalex.org/I154093214,https://openalex.org/I4210103115,,,,,https://openalex.org/I108688024,https://openalex.org/I96908189,,,,,,,,,,,,,,,,,,,,,,Chinese Academy of Sciences,,Xinjiang Medical University,Xinjiang Institute of Ecology and Geography,,,,,Qingdao University,Xinjiang University,
Jingxiang Sun,1,,https://openalex.org/A5040066835,A5040066835,,Jingxiang Sun,Jingxiang Sun,3,179,38.0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsinghua University,,,
