Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1989,ID-1993,ID-1994,ID-1997,ID-1999,ID-2000,ID-2001,ID-2002,ID-2003,ID-2004,ID-2005,ID-2006,ID-2007,ID-2008,ID-2009,ID-2010,ID-2011,ID-2012,ID-2013,ID-2014,ID-2015,ID-2016,ID-2017,ID-2018,ID-2019,ID-2020,ID-2021,ID-2022,ID-2023,ID-2024,ID-2025,affiliation-1989,affiliation-1993,affiliation-1994,affiliation-1997,affiliation-1999,affiliation-2000,affiliation-2001,affiliation-2002,affiliation-2003,affiliation-2004,affiliation-2005,affiliation-2006,affiliation-2007,affiliation-2008,affiliation-2009,affiliation-2010,affiliation-2011,affiliation-2012,affiliation-2013,affiliation-2014,affiliation-2015,affiliation-2016,affiliation-2017,affiliation-2018,affiliation-2019,affiliation-2020,affiliation-2021,affiliation-2022,affiliation-2023,affiliation-2024,affiliation-2025
Xiaoxiang Wang,3,,https://openalex.org/A5100679200,A5100679200,https://orcid.org/0000-0003-4599-9084,Xiaoxiang Wang,"Xiaoxiang Wang, Wang Xiao‐xiang, Wang Xiaoxiang, Xiao‐Xiang Wang",154,3211,7.111111111111111,35,76,,,,,,,,,,,,,,,,,https://openalex.org/I167027274,,https://openalex.org/I76130692,,https://openalex.org/I76130692,https://openalex.org/I76130692,https://openalex.org/I76130692,,https://openalex.org/I160993911,https://openalex.org/I160993911,https://openalex.org/I163340411,https://openalex.org/I182722699,https://openalex.org/I181903023,https://openalex.org/I183067930,https://openalex.org/I162868743,,,,,,,,,,,,,,,,,Nanjing Forestry University,,Zhejiang University,,Zhejiang University,Zhejiang University,Zhejiang University,,Queensland University of Technology,Queensland University of Technology,Hohai University,Shenzhen Polytechnic,Xi'an Shiyou University,Shanghai Jiao Tong University,Tianjin University
Xiaokang Chen,3,,https://openalex.org/A5101412831,A5101412831,https://orcid.org/0000-0002-0368-7181,Xiaokang Chen,"Chen Xiao‐kang, Chen Xiaokang, Xiaokang Chen, X. Chen",37,372,1.75,7,5,,,,,,,,,,,,,,,,,https://openalex.org/I46529539,,,,,,,https://openalex.org/I4210153482,,https://openalex.org/I1315852903,https://openalex.org/I126520041,https://openalex.org/I126520041,https://openalex.org/I161350542,https://openalex.org/I74525822,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,Chinese Academy of Fishery Sciences,,,,,,,Changzhou University,,Japan Agency for Marine-Earth Science and Technology,University of Science and Technology of China,University of Science and Technology of China,China Three Gorges University,Hubei University of Technology,University of Science and Technology of China
Shuang Zhou,3,,https://openalex.org/A5101508494,A5101508494,https://orcid.org/0000-0002-4188-5496,Shuang Zhou,Shuang Zhou,6,171,0.0,4,3,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76569877,,https://openalex.org/I76569877,https://openalex.org/I76569877,https://openalex.org/I41198531,,,,,,https://openalex.org/I129708740,,,,,,,,,,,,,,,,,,,,,Southeast University,,Southeast University,Southeast University,Nanjing University of Posts and Telecommunications,,,,,,Fujian Medical University
Shaoqing Wu,3,,https://openalex.org/A5101533376,A5101533376,https://orcid.org/0000-0002-0161-6590,Shaoqing Wu,"WU Shao‐qing, Shao‐Qing Wu, Shaoqing Wu, S.P. Wu, Wu S, S. Wu, Wu Shaoqing",52,363,3.0,11,11,,,,,,,,,,,,https://openalex.org/I92039509,,,,,https://openalex.org/I4210136826,,,https://openalex.org/I92039509,https://openalex.org/I4210105982,https://openalex.org/I92039509,https://openalex.org/I57206974,https://openalex.org/I4210105982,https://openalex.org/I92039509,https://openalex.org/I92039509,,https://openalex.org/I92039509,https://openalex.org/I4210123164,https://openalex.org/I4210154954,,,,,,,,,,,,,Guangzhou Medical University,,,,,Jining First People's Hospital,,,Guangzhou Medical University,Guangzhou Women and Children Medical Center,Guangzhou Medical University,New York University,Guangzhou Women and Children Medical Center,Guangzhou Medical University,Guangzhou Medical University,,Guangzhou Medical University,Inner Mongolia Comprehensive Disease Prevention and Control Center,State Key Laboratory of Respiratory Disease,
Zhen Huang,3,,https://openalex.org/A5101653729,A5101653729,https://orcid.org/0000-0002-2515-5776,Zhen Huang,"Zhen Huang, Huang Zhen, Z Y Huang",88,1471,6.588235294117647,22,32,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,https://openalex.org/I25757504,https://openalex.org/I25757504,https://openalex.org/I25757504,https://openalex.org/I25757504,https://openalex.org/I881766915,https://openalex.org/I25757504,https://openalex.org/I82497590,https://openalex.org/I881766915,https://openalex.org/I99065089,https://openalex.org/I183519381,https://openalex.org/I4210166499,https://openalex.org/I4510145,https://openalex.org/I4210138268,,,,,,,,,,,,,,,,,,Nanjing University,China University of Mining and Technology,China University of Mining and Technology,China University of Mining and Technology,China University of Mining and Technology,Nanjing University,China University of Mining and Technology,Auburn University,Nanjing University,Tsinghua University,Capital Medical University,Henan Polytechnic University,Jiangxi University of Science and Technology,Huizhou Central People's Hospital
Yanping Huang,3,,https://openalex.org/A5101749154,A5101749154,https://orcid.org/0009-0004-4218-6189,Yanping Huang,"Y. Huang, Yanping Huang",23,377,7.25,11,11,,,,,https://openalex.org/I66867065,,,,,,,,,,,,,,,,,,,https://openalex.org/I16609230,https://openalex.org/I24185976,https://openalex.org/I167027274,https://openalex.org/I167027274,https://openalex.org/I167027274,https://openalex.org/I24185976,https://openalex.org/I4210091332,,,,,,East China Normal University,,,,,,,,,,,,,,,,,,,Hunan University,Sichuan University,Nanjing Forestry University,Nanjing Forestry University,Nanjing Forestry University,Sichuan University,Institute of High Pressure Physics,
Liang Zhao,3,,https://openalex.org/A5101780128,A5101780128,https://orcid.org/0000-0002-1429-0884,Liang Zhao,"Liang Zhong Zhao, L. Zhao, Lutong Zhao, Lianjin Zhao, Zhao Liang, Liang Zhao",217,4205,4.2,39,98,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210161227,,,https://openalex.org/I4210103346,https://openalex.org/I4210103346,https://openalex.org/I4210120929,https://openalex.org/I4210120929,https://openalex.org/I4210120929,https://openalex.org/I4210098425,https://openalex.org/I4210098425,https://openalex.org/I4210120929,https://openalex.org/I4210120929,https://openalex.org/I52158045,,,,,,,,,,,,,,,,,,,Huangshi Central Hospital,,,Nanfang Hospital,Nanfang Hospital,Zhujiang Hospital,Zhujiang Hospital,Zhujiang Hospital,The First People's Hospital of Shunde,The First People's Hospital of Shunde,Zhujiang Hospital,Zhujiang Hospital,China Agricultural University
Meng Li,3,,https://openalex.org/A5101815738,A5101815738,https://orcid.org/0000-0002-0441-488X,Meng Li,"L. Y. Meng, Meng Li, Li Meng",84,917,4.5,15,24,,,,,,,,,,,,,https://openalex.org/I4210163247,https://openalex.org/I108160477,,,https://openalex.org/I4210163247,https://openalex.org/I4210163247,https://openalex.org/I4210163247,,https://openalex.org/I4210163247,,,,,https://openalex.org/I4210163247,https://openalex.org/I108160477,https://openalex.org/I4210160344,https://openalex.org/I4210096386,https://openalex.org/I4210160344,https://openalex.org/I4750791,,,,,,,,,,,,,Henan Institute of Science and Technology,Hebei Agricultural University,,,Henan Institute of Science and Technology,Henan Institute of Science and Technology,Henan Institute of Science and Technology,,Henan Institute of Science and Technology,,,,,Henan Institute of Science and Technology,Hebei Agricultural University,Tongji Hospital,Bridge University,Tongji Hospital,Henan Agricultural University
Yuxuan Liu,3,,https://openalex.org/A5102651090,A5102651090,https://orcid.org/0000-0001-5788-1329,Yuxuan Liu,Yuxuan Liu,22,92,6.166666666666667,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I55022517,https://openalex.org/I207528943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heilongjiang University,Chengdu Medical College
Xiaowen Sun,3,,https://openalex.org/A5104180229,A5104180229,,Xiaowen Sun,Xiaowen Sun,6,7,0.0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shandong University
H. Zhang,3,,https://openalex.org/A5108346243,A5108346243,,H. Zhang,H. Zhang,5,97,0.0,3,2,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I184490438,,,,,,https://openalex.org/I197869895,,,https://openalex.org/I4210089761,,,,,,,,,,,,,,,,,,,,,,Chinese Center For Disease Control and Prevention,,,,,,Anhui Medical University,,,West China Hospital of Sichuan University,
Xinyi Zhou,3,,https://openalex.org/A5111292232,A5111292232,,Xinyi Zhou,Xinyi Zhou,11,17,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I197869895,,,,https://openalex.org/I55538621,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhui Medical University,,,,China Jiliang University
Xiaojin Shen,3,,https://openalex.org/A5111323358,A5111323358,,Xiaojin Shen,"Xiaojin Shen, X M Shen, Xu‐Yan Shen",5,18,4.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210091044,,,https://openalex.org/I4210160695,,,,,,,,,,,,,,,,,,,,,,,,,,,,First People's Hospital of Yunnan Province,,,Shaoxing People's Hospital,,
Jian Liang,3,,https://openalex.org/A5112183358,A5112183358,,Jian Liang,"Jinghua Liang, Jian Liang, J. Liang",15,33,0.0,4,0,,,,,,,,,,,,,,,https://openalex.org/I139024713,https://openalex.org/I139024713,,https://openalex.org/I172675005,,,,,,,,,,,,https://openalex.org/I20231570,,,,,,,,,,,,,,,,Guangdong University of Technology,Guangdong University of Technology,,Nanyang Technological University,,,,,,,,,,,,Peking University,
R. J. Chen,3,,https://openalex.org/A5112374713,A5112374713,,R. J. Chen,R. J. Chen,3,33,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Academy of Sciences,,,,,,,
Z. Z. Ren,3,,https://openalex.org/A5113209526,A5113209526,,Z. Z. Ren,"Zhengxu Ren, Z. Z. Ren",7,25,0.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,https://openalex.org/I4210165038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences
Jingyang Yuan,3,,https://openalex.org/A5113747152,A5113747152,,Jingyang Yuan,"Yuan Jing‐yang, Jingyang Yuan",26,428,1.6666666666666667,4,4,,,,,,,,,,,,https://openalex.org/I153473198,,,,https://openalex.org/I191208505,,,,,,,,https://openalex.org/I38877650,https://openalex.org/I881766915,,,,https://openalex.org/I20231570,https://openalex.org/I20231570,,,,,,,,,,,,,North China Electric Power University,,,,Xiamen University,,,,,,,,Zhengzhou University,Nanjing University,,,,Peking University,Peking University,
Zhongyu Zhang,3,,https://openalex.org/A5115604997,A5115604997,https://orcid.org/0009-0007-9261-6353,Zhongyu Zhang,"Zhongyu Zhang, Zhong‐Yu Zhang",19,75,12.0,3,2,,,,,https://openalex.org/I19820366,https://openalex.org/I4210088164,,,,,,,,,https://openalex.org/I4210088164,,,,https://openalex.org/I4210105365,https://openalex.org/I4210104314,,https://openalex.org/I125839683,https://openalex.org/I47720641,,,https://openalex.org/I19820366,,,,https://openalex.org/I31595395,https://openalex.org/I167027274,,,,,Chinese Academy of Sciences,"Changchun Institute of Optics, Fine Mechanics and Physics",,,,,,,,,"Changchun Institute of Optics, Fine Mechanics and Physics",,,,Qujing Normal University,New York Institute of Technology,,Beijing Institute of Technology,Huazhong University of Science and Technology,,,Chinese Academy of Sciences,,,,Chengdu University of Technology,Nanjing Forestry University
Jin Chen,3,,https://openalex.org/A5100394926,A5100394926,https://orcid.org/0000-0002-8067-0201,Jing Chen,"J. Chen, Jing Chen ‐, Jing Chen, Chen Wan Jing, Chen Jing, Jin Chen",221,1675,2.9,20,44,,,,,,,,,,,,,,,,,,,,https://openalex.org/I204553293,https://openalex.org/I4210118728,https://openalex.org/I204553293,https://openalex.org/I80947539,https://openalex.org/I80947539,https://openalex.org/I4210118728,https://openalex.org/I99065089,https://openalex.org/I4210118728,https://openalex.org/I4210118728,https://openalex.org/I4210118728,https://openalex.org/I4210140357,,,,,,,,,,,,,,,,,,,,,"China University of Petroleum, Beijing",State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,"China University of Petroleum, Beijing",Fuzhou University,Fuzhou University,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,Tsinghua University,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,Renmin Hospital of Wuhan University,
Leyi Xia,3,,https://openalex.org/A5107939686,A5107939686,,L. Xia,"Leyi Xia, L. Xia",10,235,1.0,4,4,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I5681781,https://openalex.org/I5681781,,https://openalex.org/I126520041,https://openalex.org/I39555362,,,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,The University of Adelaide,The University of Adelaide,,University of Science and Technology of China,University of Warwick,,,University of Science and Technology of China,
R. L. Jin,3,,https://openalex.org/A5109083484,A5109083484,,Rong Jin,"R. Jin, Rong Jin, Rong De Jin, R. L. Jin",17,285,2.5,7,5,,,https://openalex.org/I39694355,,,,,,,,,https://openalex.org/I111277659,,,,,,,https://openalex.org/I16295237,,,,https://openalex.org/I37574244,,https://openalex.org/I37574244,,,,https://openalex.org/I4210104895,,,,,Hunter College,,,,,,,,,Chonnam National University,,,,,,,Gansu Agricultural University,,,,Sichuan Agricultural University,,Sichuan Agricultural University,,,,Anyang Academy of Agricultural Sciences,,
Ruizhe Pan,3,,https://openalex.org/A5008212048,A5008212048,https://orcid.org/0000-0001-9128-7729,Rui‐Le Pan,"R.‐L. Pan, R. Pan, Ruizhe Pan, Rui‐Le Pan, Ruile Pan, Runze Pan",73,1240,5.166666666666667,22,37,,,,,,,,,,,,,,,,,,,https://openalex.org/I2801228662,,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I4210165038,,,,,,,,,,,,,,,,,,,Peking Union Medical College Hospital,,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,University of Chinese Academy of Sciences
S. S. Li,3,,https://openalex.org/A5002461029,A5002461029,https://orcid.org/0000-0001-9952-7408,Shangrong Li,"S. ‐S. Li, Li Shangrong, S. Li, Shang‐Rong Li, Shoubing Li, S. S. Li, Shun‐Sheng Li, LI Shang‐rong, S.‐S Li, Shangrong Li",136,1373,5.04,17,39,,,,,,,,,,,,,,,,,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I157773358,https://openalex.org/I157773358,,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I4210146956,https://openalex.org/I149594827,https://openalex.org/I194450716,,,,,,,,,,,,,,,,,,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Third Affiliated Hospital of Sun Yat-sen University,Xidian University,Jilin University,
T. Wang,3,,https://openalex.org/A5100451016,A5100451016,https://orcid.org/0000-0002-9403-7167,Tong Wang,"T. Wang, Tong Wang",483,5380,3.256637168141593,36,145,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210153519,https://openalex.org/I108688024,https://openalex.org/I108688024,https://openalex.org/I17721919,https://openalex.org/I17721919,https://openalex.org/I17721919,https://openalex.org/I17721919,https://openalex.org/I108688024,https://openalex.org/I108688024,https://openalex.org/I4210153519,https://openalex.org/I17747738,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Soochow University,Qingdao University,Qingdao University,Shanxi Medical University,Shanxi Medical University,Shanxi Medical University,Shanxi Medical University,Qingdao University,Qingdao University,First Affiliated Hospital of Soochow University,Beijing University of Chinese Medicine
W. L. Xiao,3,,https://openalex.org/A5001162491,A5001162491,https://orcid.org/0000-0001-7184-8760,Wenlian Xiao,"Xiao Wen‐lian, Wenqiang Xiao, W.‐L. Xiao, Wen‐Lian Xiao, W. Xiao, W. L. Xiao, Xiao Wenlian, Wenlian Xiao, W.‐I. Xiao",48,528,7.375,12,15,,,,,,,,,,,,,,https://openalex.org/I4210121984,,https://openalex.org/I4210098205,https://openalex.org/I4210142993,https://openalex.org/I4210098205,https://openalex.org/I4210098205,https://openalex.org/I165745306,https://openalex.org/I4210098205,https://openalex.org/I4210098205,https://openalex.org/I4210098205,,https://openalex.org/I4210098205,,https://openalex.org/I4210098205,https://openalex.org/I4210098205,https://openalex.org/I4210098205,https://openalex.org/I165745306,https://openalex.org/I4610292,,,,,,,,,,,,,,Shengli Oilfield Central Hospital,,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,China Shenhua Energy (China),State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,Southwest Petroleum University,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,Southwest Petroleum University,Xiangtan University
Xiangyue Jin,3,,https://openalex.org/A5070066511,A5070066511,https://orcid.org/0000-0001-6461-6005,Xin Jin,"Jin Xin, Xiangyue Jin, X. Jin, Xiuxiu Jin, Xin Jin, Xin Er Frances Jin, Xin Er F. Jin",433,7311,4.686440677966102,45,173,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,https://openalex.org/I4210156501,https://openalex.org/I27781120,https://openalex.org/I27781120,https://openalex.org/I4210156501,https://openalex.org/I4210156501,https://openalex.org/I1285929390,https://openalex.org/I4210133534,https://openalex.org/I4210166576,https://openalex.org/I27781120,https://openalex.org/I4210133534,,,,,,,,,,,,,,,,,,,,,Shandong University,First Affiliated Hospital of Harbin Medical University,Wenzhou Medical University,Wenzhou Medical University,First Affiliated Hospital of Harbin Medical University,First Affiliated Hospital of Harbin Medical University,Hubei University of Medicine,Henan Provincial People's Hospital,First Affiliated Hospital Zhejiang University,Wenzhou Medical University,Henan Provincial People's Hospital
Xianzu Wang,3,,https://openalex.org/A5002303194,A5002303194,,X.G. Wang,"Xianzu Wang, X. G. Wang, X.G Wang",12,34,0.3333333333333333,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2799714274,,,,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,,,,,Shanghai Astronomical Observatory,,,,Chinese Academy of Sciences,
Y. X. Wei,3,,https://openalex.org/A5068079517,A5068079517,https://orcid.org/0000-0001-8218-4437,Yunxie Wei,"Yuanbiao Wei, Yunxie Wei, Y. X. Wei, Y.‐X. Wei, Y. Wei",116,3087,7.0,32,66,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I107851509,https://openalex.org/I107851509,https://openalex.org/I889458895,https://openalex.org/I20942203,https://openalex.org/I20942203,https://openalex.org/I4210086096,https://openalex.org/I20942203,https://openalex.org/I20942203,https://openalex.org/I20942203,https://openalex.org/I177739611,https://openalex.org/I20942203,,,,,,,,,,,,,,,,,,,,,Chinese Academy of Tropical Agricultural Sciences,Chinese Academy of Tropical Agricultural Sciences,University of Hong Kong,Hainan University,Hainan University,Haikou City People's Hospital,Hainan University,Hainan University,Hainan University,Yangtze University,Hainan University
Yunxian Ma,3,,https://openalex.org/A5107930819,A5107930819,,Y. Ma,"Y. Ma, Yunxian Ma",126,2818,3.5806451612903225,31,48,,,,,,,,,,,,,,,,,,https://openalex.org/I4210137180,,,,,,,https://openalex.org/I32699454,https://openalex.org/I8204097,https://openalex.org/I20231570,https://openalex.org/I4210137180,https://openalex.org/I19820366,https://openalex.org/I4210131271,,,,,,,,,,,,,,,,,,,Institute of High Energy Physics,,,,,,,Joint Institute for Nuclear Research,Ludwig-Maximilians-Universität München,Peking University,Institute of High Energy Physics,Chinese Academy of Sciences,Institute of Modern Physics,
Huajian Xin,3,,https://openalex.org/A5111038333,A5111038333,,Huajian Xin,Huajian Xin,12,23,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I169572211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast Agricultural University,
Zhigang Yan,2,,https://openalex.org/A5001698196,A5001698196,,Zhigang Yan,Zhigang Yan,3,36,0.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I32574673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shantou University,,,,
Jingchang Chen,2,,https://openalex.org/A5003566311,A5003566311,https://orcid.org/0000-0002-1378-898X,Jingchang Chen,"Chen Jingchang, Jing‐Chang Chen, Jingchang Chen, Chen Jing‐chang",70,438,4.222222222222222,12,13,,,,,,,,,,,,,,,https://openalex.org/I25757504,https://openalex.org/I25757504,,https://openalex.org/I157773358,https://openalex.org/I157773358,,https://openalex.org/I102398690,https://openalex.org/I157773358,,https://openalex.org/I157773358,https://openalex.org/I4210145005,,https://openalex.org/I4210145005,https://openalex.org/I4210145005,https://openalex.org/I74872605,https://openalex.org/I4210161256,,,,,,,,,,,,,,,,China University of Mining and Technology,China University of Mining and Technology,,Sun Yat-sen University,Sun Yat-sen University,,National Natural Science Foundation of China,Sun Yat-sen University,,Sun Yat-sen University,State Key Laboratory of Vehicle NVH and Safety Technology,,State Key Laboratory of Vehicle NVH and Safety Technology,State Key Laboratory of Vehicle NVH and Safety Technology,China Southern Power Grid (China),Impact,
Qiancheng Wang,2,,https://openalex.org/A5009091910,A5009091910,https://orcid.org/0000-0001-7896-983X,Qiancheng Wang,"Qiancheng Wang, Qian‐Cheng Wang",32,440,1.6666666666666667,12,15,,,,,,,,,,,,,,,,,,,,https://openalex.org/I170215575,https://openalex.org/I170215575,https://openalex.org/I170215575,https://openalex.org/I170215575,https://openalex.org/I38877650,https://openalex.org/I170215575,https://openalex.org/I43439940,https://openalex.org/I170215575,https://openalex.org/I170215575,https://openalex.org/I170215575,,,,,,,,,,,,,,,,,,,,,,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Zhengzhou University,National University of Defense Technology,University of Southampton,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,
Yuyang Zhou,2,,https://openalex.org/A5011549126,A5011549126,https://orcid.org/0000-0003-2873-7306,Yuyang Zhou,Yuyang Zhou,12,23,1.2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I181326427,https://openalex.org/I181326427,https://openalex.org/I3133055985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donghua University,Donghua University,Westlake University
Yifan Shi,2,,https://openalex.org/A5018598375,A5018598375,,Yifan Shi,Yifan Shi,7,31,4.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I75390827,,,,https://openalex.org/I75390827,,https://openalex.org/I4210149647,,,,,,,,,,,,,,,,,,,,,,,,,Beijing University of Chemical Technology,,,,Beijing University of Chemical Technology,,Yunnan Metallurgical Group (China),
Kuai Yu,2,,https://openalex.org/A5022036537,A5022036537,https://orcid.org/0000-0001-6138-0367,Kuai Yu,"Kuai Yu, K. W. Yu",69,3197,6.857142857142857,26,42,,,,,,,,,,,,,,,,,https://openalex.org/I137902535,https://openalex.org/I2801908541,https://openalex.org/I121797337,https://openalex.org/I165932596,https://openalex.org/I107639228,https://openalex.org/I107639228,https://openalex.org/I4210137306,https://openalex.org/I97018004,https://openalex.org/I180726961,https://openalex.org/I180726961,https://openalex.org/I107639228,https://openalex.org/I192209268,https://openalex.org/I180726961,https://openalex.org/I55538621,https://openalex.org/I180726961,,,,,,,,,,,,,,,,,North Carolina State University,Huygens Institute for History and Culture of the Netherlands,Leiden University,National University of Singapore,University of Notre Dame,University of Notre Dame,Stanford Medicine,Stanford University,Shenzhen University,Shenzhen University,University of Notre Dame,Shaoxing University,Shenzhen University,China Jiliang University,Shenzhen University
Y. Q. Wang,2,,https://openalex.org/A5022368707,A5022368707,,Y. Q. Wang,Y. Q. Wang,6,152,0.0,4,2,,,,,,,,,,,,,,,,,,,,https://openalex.org/I197323543,https://openalex.org/I197323543,,https://openalex.org/I197323543,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johannes Gutenberg University Mainz,Johannes Gutenberg University Mainz,,Johannes Gutenberg University Mainz,,,,,,,,
Runji Wang,2,,https://openalex.org/A5024300524,A5024300524,,Runji Wang,"R. Wang, Runji Wang",4,30,5.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I37461747,,https://openalex.org/I121296143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wuhan University,,Hunan University of Science and Technology,,,
Xingchao Liu,2,,https://openalex.org/A5024864770,A5024864770,,Xingchao Liu,"Xingchao Liu, Liu Xing‐chao, Liu Xingchao",106,749,3.9,16,27,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I52158045,https://openalex.org/I52158045,https://openalex.org/I52158045,https://openalex.org/I52158045,https://openalex.org/I169572211,https://openalex.org/I151075929,https://openalex.org/I21642278,https://openalex.org/I4210122705,https://openalex.org/I86519309,https://openalex.org/I4210118397,https://openalex.org/I169572211,,,,,,,,,,,,,,,,,,,,,China Agricultural University,China Agricultural University,China Agricultural University,China Agricultural University,Northeast Agricultural University,Army Medical University,Ningxia University,Hebei University of Chinese Medicine,The University of Texas at Austin,Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,Northeast Agricultural University
Ruoyu Zhang,2,,https://openalex.org/A5034697076,A5034697076,https://orcid.org/0000-0001-5672-5527,Ruoyu Zhang,"Ruoyu Zhang, Zhang RuoYu, R. Zhang",24,482,3.5,10,10,,,,,,,,,,,,,,,,,https://openalex.org/I1343551460,,,,,https://openalex.org/I205783295,https://openalex.org/I1320553840,https://openalex.org/I1343551460,https://openalex.org/I205783295,https://openalex.org/I205783295,https://openalex.org/I177739611,https://openalex.org/I4210112519,,https://openalex.org/I89652312,,,,,,,,,,,,,,,,,,The University of Texas MD Anderson Cancer Center,,,,,Cornell University,Amgen (United States),The University of Texas MD Anderson Cancer Center,Cornell University,Cornell University,Yangtze University,Peng Huanwu Center for Fundamental Theory,,Northwest A&F University,
Ziyang Song,2,,https://openalex.org/A5043597604,A5043597604,,Ziyang Song,"Zi‐Yang Song, Ziyang Song",5,33,5.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183519381,https://openalex.org/I183519381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital Medical University,Capital Medical University,,,,,
