id,display_name,author_count
https://openalex.org/I99065089,Tsinghua University,5
https://openalex.org/I168719708,City University of Hong Kong,3
https://openalex.org/I19820366,Chinese Academy of Sciences,3
https://openalex.org/I82880672,Beihang University,2
https://openalex.org/I157773358,Sun Yat-sen University,2
https://openalex.org/I125839683,Beijing Institute of Technology,2
https://openalex.org/I74973139,Carnegie Mellon University,2
https://openalex.org/I55712492,Zhejiang University of Technology,2
https://openalex.org/I91125648,Wuhan Institute of Technology,2
https://openalex.org/I108688024,Qingdao University,2
https://openalex.org/I15062923,Tianjin Normal University,2
https://openalex.org/I20231570,Peking University,2
https://openalex.org/I200769079,Hong Kong University of Science and Technology,2
https://openalex.org/I37461747,Wuhan University,2
https://openalex.org/I50760025,Hangzhou Dianzi University,2
https://openalex.org/I10660446,Kunming University of Science and Technology,2
https://openalex.org/I76569877,Southeast University,2
https://openalex.org/I25757504,China University of Mining and Technology,2
https://openalex.org/I92403157,University of Science and Technology Beijing,2
https://openalex.org/I4210165198,Beijing Advanced Sciences and Innovation Center,1
https://openalex.org/I90610280,South China University of Technology,1
https://openalex.org/I45928872,Alibaba Group (China),1
https://openalex.org/I183067930,Shanghai Jiao Tong University,1
https://openalex.org/I93477617,Huizhou University,1
https://openalex.org/I4401726805,Megvii (China),1
https://openalex.org/I84218800,"University of California, Davis",1
https://openalex.org/I3124059619,China University of Geosciences,1
https://openalex.org/I4210094388,Columbus Oncology and Hematology Associates,1
https://openalex.org/I4210087969,Guangzhou Center for Disease Control and Prevention,1
https://openalex.org/I4210161699,Aviation General Hospital,1
https://openalex.org/I4210144285,Guangdong Provincial Academy of Environmental Science,1
https://openalex.org/I40963666,Central China Normal University,1
https://openalex.org/I39521962,Hunan City University,1
https://openalex.org/I107077323,Worcester Polytechnic Institute,1
https://openalex.org/I140786321,Tibet University,1
https://openalex.org/I4210144436,Shanghai Huayi Group (China),1
https://openalex.org/I4210094970,Energy Research Institute,1
https://openalex.org/I150229711,University of Electronic Science and Technology of China,1
https://openalex.org/I7350606,Dalian Jiaotong University,1
https://openalex.org/I31683504,Beijing Forestry University,1
https://openalex.org/I84653119,Academia Sinica,1
https://openalex.org/I4210135349,Shanghai Institute of Optics and Fine Mechanics,1
